latitude,longitude,cluster
-4.14316,-54.1658,1130
-19.57622,-62.7824,310
-4.31913,-55.31425,1440
-19.88931,-65.8615,219
-4.31972,-55.31786,1440
-4.35353,-55.5244,1455
-19.88787,-65.85983,219
-4.3541,-55.52789,1455
-17.28583,-48.76568,90
-4.13988,-54.16552,1130
-4.32029,-55.31466,1440
-17.28641,-48.76861,90
-4.35319,-55.52527,1455
-19.79447,-65.41718,220
-3.51663,-50.30465,1539
-3.76916,-51.86752,1412
-19.78947,-65.4178,220
-4.3162,-55.31533,1440
-19.79003,-65.4231,220
-4.31266,-55.31955,1440
-17.18159,-48.73309,90
-3.45203,-49.98255,1565
-3.13268,-48.08468,978
-19.52602,-64.15607,574
-3.1337,-48.09079,978
-19.44954,-64.25333,574
-3.72428,-51.68984,1263
-19.4502,-64.25917,574
-3.25741,-48.87732,1239
-19.34585,-64.03732,574
-3.25828,-48.88257,1239
-16.31105,-45.69041,131
-4.37493,-55.7951,-1
-19.75627,-68.10368,-1
-3.76431,-52.00285,-1
-3.44729,-50.10184,1537
-17.3428,-52.05872,-1
-3.44799,-50.10607,1537
-3.48509,-50.33102,1538
-3.47924,-50.33175,1538
-18.09885,-56.62212,-1
-3.47857,-50.32768,1538
-3.73199,-51.87007,1411
-15.90721,-45.16035,131
-3.73251,-51.87324,1411
-15.9085,-45.16616,131
-3.73302,-51.87642,1411
-19.0548,-64.08009,573
-3.42126,-50.01815,-1
-19.05473,-64.08265,573
-3.44873,-50.18366,1537
-15.90899,-45.16462,131
-18.23633,-58.22281,218
-3.72674,-51.87082,1411
-3.75886,-52.0672,-1
-17.31909,-52.69005,293
-3.31069,-49.46753,1311
-18.3955,-59.84592,556
-3.3099,-49.46281,1311
-18.39198,-59.84645,556
-3.6133,-51.28188,-1
-17.19216,-52.49646,293
-4.0697,-54.06945,1130
-19.09896,-66.65936,450
-4.27566,-55.3509,1441
-19.09857,-66.6556,450
-4.40979,-56.19429,1193
-17.63448,-55.75907,590
-4.41055,-56.19911,1193
-17.63107,-55.75967,590
-3.30453,-49.46849,1311
-18.65203,-63.05601,672
-3.41077,-50.13736,1537
-17.97571,-58.28082,218
-3.73964,-52.11116,1492
-3.74963,-52.17163,1449
-17.97181,-58.27766,218
-3.75013,-52.17463,1449
-17.96845,-58.27821,218
-17.969,-58.28189,218
-3.95288,-53.40862,1192
-17.10026,-52.95124,294
-4.29959,-55.55274,-1
-17.10114,-52.9563,294
-3.42743,-50.27238,1524
-18.56232,-62.81744,672
-3.4555,-50.43943,-1
-18.55817,-62.818,672
-3.50472,-50.7329,1501
-15.75542,-46.20774,131
-4.27491,-55.42465,1420
-17.72895,-57.05002,695
-4.27548,-55.4282,1420
-3.0409,-48.03281,986
-17.72951,-57.05366,695
-4.26913,-55.41463,1419
-17.72506,-57.04694,695
-3.03986,-48.02675,986
-3.69377,-51.93092,-1
-17.72562,-57.05058,695
-17.72618,-57.05422,695
-17.72673,-57.05787,695
-4.13085,-54.58563,1286
-17.72172,-57.0475,695
-4.1315,-54.58963,1286
-4.23942,-55.25622,-1
-17.7234,-57.05842,695
-17.71782,-57.04441,695
-4.26505,-55.41526,1419
-3.71749,-52.10508,1492
-17.71839,-57.04805,695
-17.71894,-57.0517,695
-3.718,-52.10815,1492
-17.7195,-57.05534,695
-3.41404,-50.29969,1524
-17.71449,-57.04497,695
-3.48838,-50.7395,1501
-17.71673,-57.05953,695
-17.71393,-57.04133,695
-17.71617,-57.05589,695
-18.8716,-66.05576,450
-17.71059,-57.04189,695
-17.71339,-57.06009,695
-17.71115,-57.04553,695
-17.71283,-57.05645,695
-3.48905,-50.74347,1501
-17.71675,-57.08193,714
-4.30192,-55.67008,-1
-17.71118,-57.06793,695
-3.71283,-52.10887,1492
-17.71397,-57.08612,714
-17.70726,-57.04245,695
-3.76602,-52.42754,-1
-17.71006,-57.06065,695
-17.71174,-57.07157,695
-3.65481,-51.79455,1320
-17.71565,-57.09704,715
-3.65537,-51.79787,1320
-17.71341,-57.08249,714
-17.71064,-57.08668,714
-3.64947,-51.79498,1320
-17.71175,-57.09396,715
-3.69893,-52.08904,1493
-17.71231,-57.0976,715
-17.70728,-57.06485,695
-4.2394,-55.36016,1441
-17.70784,-57.06849,695
-17.7084,-57.07213,695
-3.69326,-52.08686,1493
-17.7045,-57.06905,695
-3.69377,-52.08987,1493
-3.72015,-52.2467,1382
-17.7073,-57.08724,714
-3.69428,-52.09289,1493
-17.70898,-57.09815,715
-3.29183,-49.76254,1374
-17.70842,-57.09451,715
-3.71454,-52.2445,1382
-17.70564,-57.09871,715
-3.71504,-52.24749,1382
-17.70173,-57.07324,695
-17.70066,-57.13312,-1
-4.28853,-55.83955,1386
-3.03897,-48.03105,986
-17.69492,-57.17501,756
-3.6505,-51.79407,1320
-17.69548,-57.17865,756
-17.69214,-57.1792,756
-3.69777,-52.08888,1493
-17.68714,-57.14648,755
-3.69826,-52.09192,1493
-17.68937,-57.16102,755
-3.69728,-52.08585,1493
-17.68881,-57.17976,756
-3.69213,-52.08671,1493
-17.68825,-57.17612,756
-3.6931,-52.09274,1493
-3.71784,-52.24693,1382
-3.69261,-52.08973,1493
-3.71831,-52.24988,1382
-4.28695,-55.84299,1386
-3.39737,-50.29928,1524
-3.71273,-52.24771,1382
-4.07644,-54.52975,1285
-17.66207,-57.02749,655
-4.07212,-54.53053,1285
-17.68492,-57.17667,756
-3.56083,-51.37472,-1
-17.68548,-57.18031,756
-4.08526,-54.64141,1286
-17.65817,-57.02441,655
-3.57149,-51.47435,1479
-17.65874,-57.02805,655
-3.29124,-49.76321,1374
-17.65929,-57.03169,655
-3.57204,-51.47776,1479
-17.68214,-57.18087,756
-3.3548,-50.18629,1553
-17.6827,-57.1845,756
-3.35409,-50.18197,1553
-17.65484,-57.02496,655
-3.6923,-52.25089,1382
-17.6554,-57.02861,655
-3.75842,-52.65911,1213
-17.65596,-57.03225,655
-17.65206,-57.02916,655
-3.88636,-53.45275,1192
-4.34913,-56.36805,1194
-17.65262,-57.0328,655
-3.2218,-49.45742,1310
-17.65318,-57.03645,655
-17.64928,-57.03336,655
-3.22099,-49.45257,1310
-17.64984,-57.03701,655
-3.22262,-49.46235,1310
-17.67047,-57.17162,745
-4.24797,-55.77628,1385
-17.64707,-57.04121,655
-4.24398,-55.77687,1385
-17.64763,-57.04485,655
-3.31723,-50.10575,1552
-17.66492,-57.15764,745
-2.97379,-48.09695,985
-17.66658,-57.16854,745
-17.64485,-57.04905,655
-3.65544,-52.18587,1382
-17.64373,-57.04176,655
-3.04705,-48.57076,1240
-17.64095,-57.04597,655
-17.64151,-57.04961,655
-17.63762,-57.04652,655
-3.04797,-48.57621,1240
-17.63818,-57.05017,655
-3.63383,-52.08654,-1
-16.59475,-50.91005,355
-4.22634,-55.74295,1385
-3.71364,-52.60331,1213
-17.65602,-57.16658,745
-16.59027,-50.91084,355
-3.29448,-50.07876,1552
-17.63484,-57.05073,655
-3.34886,-50.40358,-1
-17.62817,-57.05184,655
-3.53396,-51.51497,1480
-17.63878,-57.12096,656
-3.71453,-52.60875,1213
-17.63769,-57.18081,-1
-3.64852,-52.23956,1382
-18.14779,-60.85453,-1
-3.07497,-48.81449,1262
-17.59032,-57.02828,743
-3.25935,-49.90608,1477
-3.70769,-52.59824,1213
-17.60431,-57.11924,656
-3.70862,-52.60387,1213
-3.70953,-52.60938,1213
-17.58698,-57.02884,743
-3.06943,-48.82081,1262
-17.58586,-57.02156,743
-17.58642,-57.0252,743
-3.07031,-48.82599,1262
-17.58754,-57.03248,743
-17.62269,-57.26154,658
-3.25631,-49.9246,1477
-17.62324,-57.26517,658
-3.29763,-50.16984,1567
-17.61935,-57.26209,658
-17.58252,-57.02211,743
-3.48066,-51.26158,1313
-17.58308,-57.02575,743
-3.48124,-51.26503,1313
-17.58364,-57.0294,743
-2.73232,-46.84963,821
-17.58421,-57.03304,743
-2.7337,-46.85765,821
-17.58477,-57.03667,743
-3.06854,-48.81555,1262
-17.6188,-57.25846,658
-2.72505,-46.85074,821
-3.382,-50.70675,1529
-17.62046,-57.26935,658
-17.62102,-57.27298,658
-17.62324,-57.28751,657
-3.6555,-52.34488,-1
-17.62379,-57.29114,657
-17.58424,-57.05544,741
-4.13852,-55.29844,-1
-17.61602,-57.26264,658
-3.28584,-50.17171,1567
-17.61658,-57.26627,658
-3.34196,-50.50394,-1
-17.61768,-57.27354,658
-3.37762,-50.7154,1529
-17.57975,-57.02631,743
-3.33553,-50.50089,1526
-17.58031,-57.02996,743
-3.25897,-50.04905,1562
-17.58087,-57.0336,743
-17.61713,-57.26991,658
-3.28417,-50.19762,1568
-17.6199,-57.28806,657
-17.62101,-57.29533,657
-3.33686,-50.50877,1526
-17.61269,-57.26319,658
-3.37194,-50.71637,1529
-17.57753,-57.03415,743
-3.43663,-51.10005,1337
-17.57809,-57.03779,743
-3.51379,-51.55929,1480
-17.5809,-57.056,741
-17.58314,-57.07056,694
-3.3362,-50.50485,1526
-3.32974,-50.50168,1525
-17.5837,-57.0742,694
-4.01153,-54.59531,1270
-17.61158,-57.25593,658
-4.01218,-54.59932,1270
-17.61213,-57.25956,658
-4.05498,-54.86186,1249
-17.61324,-57.26683,658
-3.33041,-50.50563,1525
-17.6138,-57.27046,658
-3.30132,-50.3694,1540
-17.61435,-57.27409,658
-17.61657,-57.28862,657
-4.05009,-54.85857,1249
-17.61712,-57.29224,657
-4.05073,-54.86251,1249
-4.26409,-56.18087,1194
-17.61768,-57.29588,657
-3.21656,-49.90818,1478
-17.60824,-57.25648,658
-17.61046,-57.27101,658
-3.4712,-51.43788,1447
-17.57419,-57.03471,743
-4.15242,-55.53958,1368
-17.57476,-57.03835,743
-17.57644,-57.04927,742
-3.23513,-50.08807,1563
-17.60769,-57.25285,658
-3.23586,-50.09227,1563
-17.60935,-57.26374,658
-3.25678,-50.21424,1564
-17.60991,-57.26738,658
-4.14491,-55.54445,1368
-17.61102,-57.27464,658
-4.14548,-55.54795,1368
-17.61157,-57.27827,658
-4.25945,-56.27524,1194
-17.61324,-57.28917,657
-4.18796,-55.88415,1328
-17.61379,-57.2928,657
-4.14464,-55.54427,1368
-17.61434,-57.29643,657
-4.14518,-55.54778,1368
-17.57154,-57.0318,743
-4.20219,-55.9148,1328
-4.2584,-56.27758,1194
-17.57433,-57.05001,742
-17.60601,-57.25725,658
-17.60657,-57.26088,658
-17.60768,-57.26814,658
-17.60823,-57.27177,658
-17.60878,-57.2754,658
-17.60933,-57.27903,658
-17.61155,-57.29356,657
-17.6121,-57.29719,657
-4.25602,-56.28773,1194
-17.60324,-57.26143,658
-3.28619,-50.19902,1568
-17.60434,-57.2687,658
-3.33535,-50.50291,1526
-17.6049,-57.27232,658
-17.60545,-57.27596,658
-4.18958,-55.88577,1328
-17.60766,-57.29048,657
-3.33598,-50.50685,1526
-2.73048,-46.84706,821
-17.60822,-57.29411,657
-3.25611,-50.05106,1562
-17.56486,-57.03292,744
-3.32956,-50.50371,1525
-17.56542,-57.03656,744
-4.18562,-55.88643,1328
-2.73175,-46.85473,821
-3.47473,-51.43681,1447
-17.56598,-57.0402,744
-3.21469,-49.90993,1478
-3.26877,-50.2403,1564
-17.5999,-57.26198,658
-17.60101,-57.26925,658
-3.25874,-50.21588,1564
-17.60156,-57.27288,658
-3.33929,-50.70805,1528
-17.60378,-57.2874,657
-3.49181,-51.67817,1465
-17.60433,-57.29103,657
-17.60488,-57.29466,657
-2.85604,-47.82061,979
-18.50877,-63.86908,572
-3.23134,-50.08595,1563
-3.23203,-50.09019,1563
-17.56208,-57.03712,744
-3.23273,-50.09441,1563
-17.56264,-57.04076,744
-3.27546,-50.35443,1540
-17.5632,-57.0444,744
-17.59712,-57.26617,658
-3.27614,-50.35856,1540
-17.59768,-57.2698,658
-3.33296,-50.70506,1528
-17.601,-57.29158,657
-3.49234,-51.68142,1465
-17.55931,-57.04131,744
-3.92353,-54.35904,1395
-17.59379,-57.26672,658
-17.59434,-57.27036,658
-17.59656,-57.28487,657
-4.11724,-55.58103,1368
-17.59711,-57.28851,657
-3.26986,-50.39302,1540
-17.59766,-57.29214,657
-3.27789,-50.4417,1541
-17.59378,-57.28906,657
-17.59433,-57.29269,657
-3.27855,-50.44571,1541
-17.59488,-57.29632,657
-3.27208,-50.44254,1541
-17.591,-57.29324,657
-3.45184,-51.53427,1490
-17.59155,-57.29687,657
-17.57714,-57.22479,659
-3.45238,-51.5376,1490
-3.46408,-51.64233,1464
-17.57325,-57.22171,659
-3.26627,-50.44341,1541
-17.57381,-57.22535,659
-3.35266,-50.96572,1337
-17.54877,-57.08413,-1
-3.46354,-51.63905,1464
-17.56325,-57.22337,660
-3.45819,-51.63984,1464
-17.55992,-57.22393,660
-3.27865,-50.58929,-1
-17.53153,-57.08328,-1
-3.73664,-53.37233,1192
-17.52542,-57.08803,775
-3.88883,-54.31173,1395
-17.52598,-57.09167,775
-17.52208,-57.08858,775
-4.10131,-55.63702,1367
-17.52264,-57.09222,775
-17.51875,-57.08914,775
-3.53496,-52.17136,1298
-16.58793,-51.62883,356
-3.53545,-52.17433,1298
-17.51151,-57.08662,774
-4.12355,-55.80238,1328
-17.51207,-57.09026,774
-3.42103,-51.51497,1491
-17.53878,-57.30934,895
-3.4216,-51.51841,1491
-2.62418,-46.83638,898
-17.53933,-57.31297,895
-2.62914,-46.86526,897
-18.59486,-65.4436,450
-4.04585,-55.3684,1365
-17.49927,-57.07374,740
-2.61678,-46.83678,899
-17.53323,-57.29537,844
-2.61942,-46.8521,896
-17.53378,-57.299,844
-2.62064,-46.85919,896
-17.53489,-57.30626,895
-2.62185,-46.86626,896
-17.536,-57.31352,895
-2.62315,-46.87379,896
-17.53655,-57.31715,895
-3.39065,-51.43245,1466
-3.20992,-50.35632,-1
-17.53545,-57.30989,895
-3.24458,-50.56202,1548
-17.49593,-57.0743,740
-17.5299,-57.29592,844
-3.24526,-50.56603,1548
-17.53045,-57.29956,844
-3.39121,-51.4358,1466
-17.53211,-57.31044,895
-3.28134,-50.81508,1511
-17.53322,-57.3177,895
-3.40853,-51.57241,1481
-17.53378,-57.32133,895
-3.28198,-50.81884,1511
-17.52878,-57.311,895
-3.38523,-51.43331,1466
-17.52934,-57.31462,895
-3.38579,-51.43666,1466
-17.53099,-57.32551,895
-3.17928,-50.24621,1554
-17.53044,-57.32188,895
-4.07983,-55.68307,1367
-17.52656,-57.31881,895
-3.23203,-50.59255,1558
-17.52766,-57.32607,895
-3.25254,-50.71355,1527
-17.52434,-57.30429,-1
-3.49596,-52.1592,1321
-17.52545,-57.31154,895
-3.49646,-52.16218,1321
-17.52711,-57.32243,895
-3.1603,-50.2057,1555
-17.52267,-57.31572,895
-3.22629,-50.59346,1559
-17.52378,-57.32298,895
-17.52433,-57.32661,895
-17.22006,-55.40495,579
-3.15442,-50.20673,1555
-4.01064,-55.33286,1365
-17.52212,-57.3121,895
-4.65857,-59.57028,-1
-17.52322,-57.31936,895
-17.51934,-57.31628,895
-3.27941,-50.81667,1511
-3.28002,-50.82044,1511
-17.51989,-57.31991,895
-3.49504,-52.16187,1321
-17.52044,-57.32354,895
-4.03212,-55.56628,-1
-17.38141,-56.42803,681
-2.62406,-46.83923,898
-2.62882,-46.86806,897
-17.382,-56.43172,681
-3.18143,-50.24656,1554
-17.38258,-56.43543,681
-3.25013,-50.67128,1527
-17.47866,-57.05105,798
-2.61539,-46.83195,899
-17.47922,-57.0547,798
-2.61668,-46.83974,899
-17.4809,-57.06561,799
-2.6192,-46.85498,896
-17.48314,-57.08016,799
-17.51823,-57.30902,895
-2.62035,-46.86194,896
-17.51878,-57.31265,895
-2.62156,-46.86922,896
-17.521,-57.32716,895
-3.17556,-50.24756,1554
-17.52155,-57.33079,895
-3.2317,-50.59369,1558
-17.37746,-56.4249,681
-17.37805,-56.4286,681
-3.25134,-50.71496,1527
-17.37922,-56.436,681
-3.16275,-50.2059,1555
-17.47532,-57.05161,798
-3.16204,-50.20151,1555
-17.5149,-57.30957,895
-3.16344,-50.21015,1555
-17.51766,-57.32772,895
-3.22531,-50.59064,1559
-17.51822,-57.33134,895
-3.22596,-50.59464,1559
-17.516,-57.31683,895
-3.15618,-50.20273,1555
-17.51711,-57.32409,895
-3.15687,-50.20695,1555
-17.47255,-57.05581,798
-3.36775,-51.53857,1481
-17.51433,-57.32827,895
-3.3683,-51.54196,1481
-17.3741,-56.42547,681
-3.97503,-55.33553,1365
-17.37469,-56.42918,681
-3.4671,-52.18515,1322
-17.47143,-57.04853,798
-17.47199,-57.05217,798
-3.01899,-49.4805,1389
-17.47479,-57.07036,799
-17.47591,-57.07763,799
-3.46145,-52.18288,1322
-17.51212,-57.31376,895
-17.51267,-57.31738,895
-2.86138,-48.56971,1200
-17.51488,-57.3319,895
-3.01198,-49.47656,1389
-17.51544,-57.33553,895
-17.511,-57.32882,895
-3.0128,-49.48148,1389
-17.47202,-57.07455,799
-3.23109,-50.80524,1511
-17.47257,-57.07819,799
-17.49324,-57.21265,713
-3.13369,-50.24979,1556
-17.51155,-57.33245,895
-3.42647,-52.03307,-1
-17.5121,-57.33608,895
-3.12781,-50.25072,1556
-17.5092,-57.32962,895
-3.7727,-54.20179,1436
-17.46365,-57.03166,862
-17.46421,-57.03531,862
-3.00122,-49.48822,1389
-17.46644,-57.04987,798
-3.12852,-50.25504,1556
-17.49093,-57.20983,713
-3.31469,-51.4176,1467
-17.51031,-57.33688,895
-2.82583,-48.55859,1200
-3.11574,-50.28698,1557
-17.47927,-57.15589,772
-3.11644,-50.29118,1557
-3.34304,-51.6566,1409
-17.47983,-57.15952,772
-3.11057,-50.2921,1557
-17.49259,-57.24306,800
-3.55562,-52.98115,1228
-17.46031,-57.03222,862
-3.10987,-50.2879,1557
-3.29469,-51.43146,1467
-17.46087,-57.03586,862
-3.55075,-52.98188,1228
-17.46143,-57.0395,862
-3.25161,-51.24032,1430
-17.47871,-57.15225,772
-3.09551,-50.34565,-1
-17.49204,-57.23943,800
-3.24611,-51.2412,1430
-17.50698,-57.33744,895
-3.56235,-53.14285,-1
-17.47816,-57.17098,773
-3.78304,-54.48942,1487
-17.45698,-57.03278,862
-17.45753,-57.03642,862
-3.24554,-51.23777,1430
-17.47538,-57.15281,772
-3.97887,-55.72551,1369
-17.4887,-57.23999,800
-2.5662,-47.32554,994
-17.47649,-57.16008,772
-17.47872,-57.17461,773
-3.72691,-54.20126,1436
-17.47482,-57.17154,773
-2.565,-47.31861,994
-17.36853,-56.4838,682
-17.4542,-57.03698,862
-17.47427,-57.1679,773
-2.91759,-49.40794,1463
-17.48592,-57.24417,800
-2.9184,-49.41266,1463
-17.48648,-57.2478,800
-17.50031,-57.33854,894
-3.2884,-51.59272,1409
-3.51055,-52.95033,1227
-17.50086,-57.34216,894
-17.50142,-57.34579,894
-3.72149,-54.22393,1436
-3.72218,-54.22813,1436
-2.90513,-49.40981,1462
-3.96745,-55.7565,1369
-3.76063,-54.54375,1487
-3.76131,-54.54785,1487
-3.91756,-55.5005,1275
-17.47093,-57.16845,773
-17.36459,-56.48068,682
-4.02537,-56.18909,1329
-17.45086,-57.03753,862
-17.45142,-57.04118,862
-3.97038,-55.75864,1369
-17.46815,-57.15029,772
-17.48259,-57.24472,800
-3.96639,-55.75937,1369
-17.48037,-57.25254,800
-3.72358,-54.2271,1436
-17.44808,-57.04173,862
-3.91803,-55.50105,1275
-17.44864,-57.04537,862
-3.71913,-54.2278,1436
-17.4492,-57.04901,862
-4.02453,-56.18717,1329
-17.45144,-57.06357,863
-4.02528,-56.19201,1329
-17.45199,-57.0672,863
-3.2908,-51.59027,1409
-17.45925,-57.11449,797
-3.29134,-51.59364,1409
-17.45981,-57.11813,797
-3.50833,-52.95316,1227
-17.46036,-57.12177,797
-2.91989,-49.41101,1463
-17.47981,-57.24891,800
-3.7321,-54.45377,1486
-17.48092,-57.25617,800
-2.91368,-49.41203,1463
-17.49254,-57.33238,819
-3.25613,-51.51229,1409
-17.44698,-57.05685,863
-3.87074,-55.35967,1366
-17.44754,-57.06049,863
-17.45703,-57.12232,797
-2.56118,-47.32089,994
-17.4587,-57.13322,797
-3.91014,-55.6365,1347
-17.4453,-57.04593,862
-17.44642,-57.05321,863
-3.93769,-55.8117,1387
-17.4481,-57.06413,863
-2.90042,-49.40914,1462
-17.45535,-57.11141,797
-17.45758,-57.12595,797
-2.92792,-49.57593,-1
-17.45814,-57.12959,797
-17.45981,-57.1405,797
-3.93369,-55.81227,1387
-17.82882,-59.64482,-1
-3.1737,-51.10947,1358
-17.44364,-57.05741,863
-3.17429,-51.11311,1358
-17.45536,-57.13378,797
-3.74375,-54.63963,1506
-17.44308,-57.05376,863
-17.4442,-57.06104,863
-3.92969,-55.81284,1387
-17.45369,-57.12287,797
-3.21313,-51.38499,1448
-17.45425,-57.12651,797
-3.73941,-54.64025,1506
-17.47869,-57.28631,-1
-3.15291,-51.05239,1359
-17.48532,-57.32986,819
-17.48753,-57.34437,-1
-17.44031,-57.05796,863
-3.15351,-51.05605,1359
-17.44924,-57.11616,797
-3.87376,-55.51151,1275
-17.4498,-57.11979,797
-17.45147,-57.1307,797
-3.17349,-51.24643,1468
-17.45203,-57.13433,797
-17.47092,-57.25783,817
-3.7051,-54.5095,1486
-18.38466,-63.94659,572
-3.89601,-55.70384,1347
-17.44256,-57.09489,797
-3.89656,-55.70727,1347
-17.43697,-57.05852,863
-17.43809,-57.06579,841
-17.44312,-57.09853,797
-17.44367,-57.10217,797
-17.44423,-57.1058,797
-17.44479,-57.10944,797
-17.44646,-57.12035,797
-17.46759,-57.25838,817
-17.43754,-57.08453,816
-17.44201,-57.11363,797
-17.29466,-56.16788,643
-3.17268,-51.27572,1468
-17.43475,-57.06635,841
-17.43643,-57.07726,816
-3.66653,-54.29801,1436
-17.43699,-57.08089,816
-17.4409,-57.10636,797
-3.72275,-54.64699,1505
-17.44257,-57.11727,797
-17.47477,-57.32788,-1
-3.72341,-54.65107,1505
-17.43587,-57.07362,816
-17.44313,-57.1209,797
-3.94271,-56.02348,1370
-17.29128,-56.16847,643
-17.43365,-57.08145,816
-17.43421,-57.08509,816
-3.5375,-53.53068,-1
-17.43812,-57.11055,797
-17.43868,-57.11419,797
-3.71842,-54.64761,1505
-17.46147,-57.26311,818
-17.4587,-57.2673,818
-3.71907,-54.65163,1505
-17.46479,-57.30721,842
-3.93797,-56.01906,1370
-17.46589,-57.31447,843
-17.46645,-57.3181,843
-17.467,-57.32173,843
-3.93877,-56.0241,1370
-17.46145,-57.30777,842
-17.45702,-57.27874,776
-3.16291,-51.2848,1468
-17.46035,-57.30051,842
-17.4609,-57.30414,842
-3.05866,-50.6938,-1
-17.46256,-57.31502,843
-17.45425,-57.28292,776
-17.27212,-56.24476,644
-3.15743,-51.28576,1468
-17.27153,-56.24102,644
-17.29742,-56.40471,679
-3.15858,-51.29269,1468
-17.26815,-56.2416,644
-3.16972,-51.35958,1448
-17.26875,-56.24533,644
-17.26934,-56.24907,644
-18.17596,-62.76244,737
-3.89526,-55.8022,1388
-17.27824,-56.39275,679
-18.18458,-62.90255,737
-2.98643,-50.2985,-1
-17.27605,-56.40074,679
-18.13065,-62.49417,707
-3.16425,-51.36046,1448
-18.1311,-62.49785,707
-18.13155,-62.50153,707
-3.16484,-51.36398,1448
-17.28025,-56.53668,-1
-3.56146,-53.76516,1415
-17.25586,-56.41196,680
-3.89125,-55.80277,1388
-3.67747,-54.50486,1486
-17.25249,-56.41254,680
-3.67814,-54.509,1486
-18.21137,-63.43826,-1
-3.68698,-54.56334,1486
-17.75538,-60.01793,-1
-3.67311,-54.5056,1486
-3.70339,-54.74574,1551
-3.92786,-56.13202,-1
-3.69773,-54.7381,1550
-17.95295,-61.56301,674
-17.94913,-61.56356,674
-3.69908,-54.74634,1551
-16.32073,-51.45263,356
-2.77133,-49.25331,1426
-16.28452,-51.28335,356
-16.28537,-51.28785,356
-2.77219,-49.25829,1426
-16.28097,-51.28857,356
-3.68013,-54.65761,1498
-16.28013,-51.28412,356
-3.69343,-54.73879,1550
-16.28181,-51.29299,356
-3.69411,-54.74292,1550
-16.27657,-51.28926,356
-3.88071,-55.9147,1400
-16.27741,-51.2937,356
-3.88153,-55.91976,1400
-16.28055,-51.28247,356
-16.28136,-51.28695,356
-3.63442,-54.43414,1472
-16.28216,-51.2914,356
-16.27776,-51.2921,356
-3.63512,-54.4384,1472
-17.84808,-61.52089,673
-3.68483,-54.74014,1547
-17.84871,-61.52571,673
-3.88325,-55.91742,1400
-17.84428,-61.52143,673
-17.84491,-61.52626,673
-3.69611,-54.73851,1550
-17.99763,-62.84785,737
-18.42177,-67.10268,461
-3.6791,-54.65783,1498
-17.04434,-56.50877,630
-3.69181,-54.73925,1550
-2.83119,-49.3995,-1
-17.04492,-56.51247,630
-17.04549,-56.51616,630
-3.63507,-54.43386,1472
-17.04607,-56.51986,630
-17.55912,-59.97501,-1
-3.63574,-54.43813,1472
-17.04213,-56.51674,630
-3.6832,-54.74053,1547
-17.03598,-56.52157,630
-3.77287,-55.39449,1366
-17.56227,-60.07433,861
-17.56285,-60.07841,861
-3.76875,-55.39506,1366
-18.42121,-67.10303,461
-17.54201,-60.00661,918
-2.775,-49.25218,1426
-17.53905,-60.01117,918
-17.53189,-60.03717,918
-2.77581,-49.25716,1426
-17.01603,-56.57042,631
-17.01661,-56.57411,631
-3.85624,-55.9785,1401
-15.97822,-50.63522,292
-2.7687,-49.25319,1426
-17.51768,-60.0644,917
-2.76952,-49.25817,1426
-17.51415,-60.06496,917
-3.65737,-54.74448,-1
-16.59077,-54.10507,-1
-3.09363,-51.2722,1469
-16.23419,-52.18078,-1
-3.09245,-51.26493,1469
-17.48944,-60.27017,969
-3.09304,-51.26857,1469
-17.49526,-60.31188,968
-17.49169,-60.31242,968
-17.48349,-60.27959,969
-17.48813,-60.31295,968
-17.47993,-60.28011,969
-16.78198,-55.64549,579
-3.75929,-55.41518,1366
-16.78261,-55.64938,579
-16.77917,-55.64998,579
-3.07224,-51.17589,-1
-16.77854,-55.64609,579
-17.49664,-60.45345,-1
-3.08694,-51.26582,1469
-16.7751,-55.64669,579
-3.08753,-51.26941,1469
-16.77572,-55.65057,579
-3.65581,-54.79004,1520
-17.46906,-60.33281,968
-3.65643,-54.79392,1520
-2.53353,-48.08298,1129
-16.99386,-57.16698,696
-3.55298,-54.28833,1436
-16.99442,-57.17062,696
-3.76401,-55.60292,-1
-16.99164,-57.1748,696
-17.78773,-62.91502,736
-2.33081,-46.97068,865
-16.98495,-57.15358,697
-2.73811,-49.37909,1461
-16.98551,-57.1572,697
-3.46877,-53.7972,1415
-16.99611,-57.22613,-1
-2.33204,-46.9779,864
-3.6038,-54.68599,1519
-3.80789,-55.95491,1401
-17.43281,-60.22775,950
-2.70862,-49.31858,1460
-16.98049,-57.14687,697
-3.03614,-51.26632,1469
-16.98105,-57.1505,697
-3.59947,-54.6866,1519
-16.98161,-57.15413,697
-17.42926,-60.22827,950
-2.70234,-49.3196,1460
-16.97828,-57.15469,697
-3.46934,-53.91603,1415
-16.97939,-57.16194,697
-2.69606,-49.3206,1460
-16.99555,-57.2671,632
-2.72116,-49.50572,1353
-16.99666,-57.27435,632
-2.41472,-47.7575,1189
-17.44914,-60.40014,-1
-2.41579,-47.76372,1189
-17.42216,-60.22931,950
-3.30255,-52.9929,1214
-16.99333,-57.2749,632
-3.3597,-53.33739,1287
-16.97719,-57.19208,683
-3.36054,-53.34246,1287
-16.9694,-57.18593,683
-2.40779,-47.75856,1188
-17.58553,-61.53966,-1
-2.40562,-47.74599,1188
-17.73567,-62.79808,736
-2.40672,-47.75238,1188
-17.73614,-62.80186,736
-3.57383,-54.66544,1536
-16.94656,-57.14878,717
-16.94712,-57.15241,717
-3.59961,-54.82296,1521
