latitude,longitude,cluster,distance
-17.56264,-57.04076,263,5.8835620721e-05
-3.27546,-50.35443,265,7.2936398939e-05
-17.5632,-57.0444,263,6.1352133346e-05
-17.59712,-57.26617,242,5.8835349368e-05
-3.27614,-50.35856,265,7.2936398939e-05
-17.59768,-57.2698,242,5.8835318725e-05
-3.33296,-50.70506,-1,inf
-17.601,-57.29158,246,5.8835292568e-05
-3.49234,-51.68142,264,5.7368556253e-05
-17.55931,-57.04131,263,5.8835620721e-05
-3.92353,-54.35904,-1,inf
-17.59379,-57.26672,242,5.8835349368e-05
-17.59434,-57.27036,242,5.9033787378e-05
-17.59656,-57.28487,246,6.1313352984e-05
-4.11724,-55.58103,-1,inf
-17.59711,-57.28851,246,5.8835349447e-05
-3.26986,-50.39302,-1,inf
-17.59766,-57.29214,246,5.8835345115e-05
-3.27789,-50.4417,266,7.0816327278e-05
-17.59378,-57.28906,246,5.8835349447e-05
-17.59433,-57.29269,246,5.8835345115e-05
-3.27855,-50.44571,266,7.0816327278e-05
-17.59488,-57.29632,246,5.8835367011e-05
-3.27208,-50.44254,-1,inf
-17.591,-57.29324,246,5.8835371342e-05
-3.45184,-51.53427,267,5.8774579629e-05
-17.59155,-57.29687,246,5.8835367011e-05
-17.57714,-57.22479,268,5.8861615608e-05
-3.45238,-51.5376,267,5.8774579629e-05
-3.46408,-51.64233,269,5.7914243481e-05
-17.57325,-57.22171,268,6.1348627703e-05
-3.26627,-50.44341,-1,inf
-17.57381,-57.22535,268,5.8861615608e-05
-3.35266,-50.96572,-1,inf
-17.54877,-57.08413,-1,inf
-3.46354,-51.63905,269,5.7914243481e-05
-17.56325,-57.22337,270,5.8861728826e-05
-3.45819,-51.63984,-1,inf
-17.55992,-57.22393,270,5.8861728826e-05
-3.27865,-50.58929,-1,inf
-17.53153,-57.08328,-1,inf
-3.73664,-53.37233,-1,inf
-17.52542,-57.08803,271,5.9008327029e-05
-3.88883,-54.31173,-1,inf
-17.52598,-57.09167,271,5.9008322646e-05
-17.52208,-57.08858,271,5.8862063948e-05
-4.10131,-55.63702,-1,inf
-17.52264,-57.09222,271,5.9008322646e-05
-17.51875,-57.08914,271,5.8862063948e-05
-3.53496,-52.17136,272,5.243969853e-05
-16.58793,-51.62883,-1,inf
-3.53545,-52.17433,272,5.243969853e-05
-17.51151,-57.08662,273,6.1368998495e-05
-4.12355,-55.80238,-1,inf
-17.51207,-57.09026,273,6.1368998495e-05
-3.42103,-51.51497,274,6.0752390341e-05
-17.53878,-57.30934,275,5.8835808224e-05
-3.4216,-51.51841,274,6.0752390341e-05
-2.62418,-46.83638,86,4.9733842806e-05
-17.53933,-57.31297,275,5.8835803905e-05
-2.62914,-46.86526,87,4.913622764e-05
-18.59486,-65.4436,-1,inf
-4.04585,-55.3684,-1,inf
-17.49927,-57.07374,276,5.9034586322e-05
-2.61678,-46.83678,277,5.1637381454e-05
-17.53323,-57.29537,278,5.8835851807e-05
-2.61942,-46.8521,88,5.0359561852e-05
-17.53378,-57.299,278,5.8861968781e-05
-2.62064,-46.85919,88,4.8212779344e-05
-17.53489,-57.30626,275,6.1197000253e-05
-2.62185,-46.86626,88,3.1649313853e-05
-17.536,-57.31352,275,5.8835803905e-05
-2.62315,-46.87379,-1,inf
-17.53655,-57.31715,275,5.8835825737e-05
-3.39065,-51.43245,279,5.9178856523e-05
-3.20992,-50.35632,-1,inf
-17.53545,-57.30989,275,5.8835808224e-05
-3.24458,-50.56202,280,7.0876225713e-05
-17.49593,-57.0743,276,5.9034586322e-05
-17.5299,-57.29592,278,5.8835851807e-05
-3.24526,-50.56603,280,7.0876225713e-05
-17.53045,-57.29956,278,5.8861968781e-05
-3.39121,-51.4358,279,5.9178856523e-05
-17.53211,-57.31044,275,5.8861982368e-05
-3.28134,-50.81508,281,4.3614803981e-05
-17.53322,-57.3177,275,5.8835825737e-05
-3.40853,-51.57241,-1,inf
-17.53378,-57.32133,275,5.9008261593e-05
-3.28198,-50.81884,281,4.413031254e-05
-17.52878,-57.311,275,5.8810223416e-05
-3.38523,-51.43331,282,5.9179178919e-05
-17.52934,-57.31462,275,6.1034722957e-05
-3.38579,-51.43666,282,5.9179178919e-05
-17.53099,-57.32551,275,5.8861991479e-05
-3.17928,-50.24621,283,3.8017033047e-05
-17.53044,-57.32188,275,5.8835873711e-05
-4.07983,-55.68307,-1,inf
-17.52656,-57.31881,275,5.9008318107e-05
-3.23203,-50.59255,284,2.0683215213e-05
-17.52766,-57.32607,275,5.8810231895e-05
-3.25254,-50.71355,285,3.2284828958e-05
-17.52434,-57.30429,-1,inf
-3.49596,-52.1592,286,4.9207141145e-05
-17.52545,-57.31154,275,5.8810223416e-05
-3.49646,-52.16218,286,2.5365241232e-05
-17.52711,-57.32243,275,5.8835873711e-05
-3.1603,-50.2057,287,4.2902374033e-05
-17.52267,-57.31572,275,5.886205915e-05
-3.22629,-50.59346,288,2.1353660587e-05
-17.52378,-57.32298,275,5.8835899852e-05
-17.52433,-57.32661,275,5.8810231895e-05
-17.22006,-55.40495,-1,inf
-3.15442,-50.20673,287,4.2932096007e-05
-4.01064,-55.33286,-1,inf
-17.52212,-57.3121,275,5.8862036542e-05
-4.65857,-59.57028,-1,inf
-17.52322,-57.31936,275,5.8835930382e-05
-17.51934,-57.31628,275,5.886205915e-05
-3.27941,-50.81667,281,4.3614803981e-05
-3.28002,-50.82044,281,4.413031254e-05
-17.51989,-57.31991,275,5.8835930382e-05
-3.49504,-52.16187,286,2.5365241232e-05
-17.52044,-57.32354,275,5.8835952197e-05
-4.03212,-55.56628,-1,inf
-17.38141,-56.42803,289,5.9406637216e-05
-2.62406,-46.83923,86,1.1952605462e-05
-2.62882,-46.86806,87,2.2356834632e-05
-17.382,-56.43172,289,6.2318410211e-05
-3.18143,-50.24656,283,3.8017033047e-05
-17.38258,-56.43543,289,5.9406627518e-05
-3.25013,-50.67128,-1,inf
-17.47866,-57.05105,290,5.9034753148e-05
-2.61539,-46.83195,-1,inf
-17.47922,-57.0547,290,6.1544164838e-05
-2.61668,-46.83974,277,5.1637381454e-05
-17.4809,-57.06561,-1,inf
-2.6192,-46.85498,88,5.0359561852e-05
-17.48314,-57.08016,-1,inf
-17.51823,-57.30902,275,5.8835969537e-05
-2.62035,-46.86194,88,4.8212779344e-05
-17.51878,-57.31265,275,5.9008352851e-05
-2.62156,-46.86922,88,5.1855280887e-05
-17.521,-57.32716,275,5.8835921671e-05
-3.17556,-50.24756,283,6.9057058541e-05
-17.52155,-57.33079,275,5.8835943487e-05
-3.2317,-50.59369,284,2.0683215213e-05
-17.37746,-56.4249,289,5.9406669954e-05
-17.37805,-56.4286,289,5.9406637216e-05
-3.25134,-50.71496,285,3.2284828958e-05
-17.37922,-56.436,289,5.9406627518e-05
-3.16275,-50.2059,287,4.2902374033e-05
-17.47532,-57.05161,290,5.8862443737e-05
-3.16204,-50.20151,287,7.750038013e-05
-17.5149,-57.30957,275,5.8835969537e-05
-3.16344,-50.21015,287,7.5036180263e-05
-17.51766,-57.32772,275,5.8835974009e-05
-3.22531,-50.59064,288,5.2031948259e-05
-17.51822,-57.33134,275,5.8835943487e-05
-3.22596,-50.59464,288,2.1353660587e-05
-17.516,-57.31683,275,5.8835987032e-05
-3.15618,-50.20273,287,7.4520662905e-05
-17.51711,-57.32409,275,5.8835952197e-05
-3.15687,-50.20695,287,4.2932096007e-05
-17.47255,-57.05581,290,6.1382001551e-05
-3.36775,-51.53857,291,5.98394356e-05
-17.51433,-57.32827,275,5.8835974009e-05
-3.3683,-51.54196,291,5.98394356e-05
-17.3741,-56.42547,289,5.9406669954e-05
-3.97503,-55.33553,-1,inf
-17.37469,-56.42918,289,5.9433513377e-05
-3.4671,-52.18515,-1,inf
-17.47143,-57.04853,290,6.1382185601e-05
-17.47199,-57.05217,290,5.8862443737e-05
-3.01899,-49.4805,-1,inf
-17.47479,-57.07036,-1,inf
-17.47591,-57.07763,292,5.9034775395e-05
-3.46145,-52.18288,-1,inf
-17.51212,-57.31376,275,6.101248067e-05
-17.51267,-57.31738,275,5.8835987032e-05
-2.86138,-48.56971,-1,inf
-17.51488,-57.3319,275,5.8835995818e-05
-3.01198,-49.47656,-1,inf
-17.51544,-57.33553,275,5.9008405109e-05
-17.511,-57.32882,275,3.4121360641e-05
-3.0128,-49.48148,-1,inf
-17.47202,-57.07455,292,6.1354444438e-05
-3.23109,-50.80524,-1,inf
-17.47257,-57.07819,292,5.9034775395e-05
-17.49324,-57.21265,293,6.1879349267e-05
-3.13369,-50.24979,-1,inf
-17.51155,-57.33245,275,5.8835995818e-05
-3.42647,-52.03307,-1,inf
-17.5121,-57.33608,275,3.3960702715e-05
-3.12781,-50.25072,294,7.629889274e-05
-17.5092,-57.32962,275,3.4121360641e-05
-3.7727,-54.20179,-1,inf
-17.46365,-57.03166,295,5.9034874538e-05
-17.46421,-57.03531,295,5.9008805304e-05
-3.00122,-49.48822,-1,inf
-17.46644,-57.04987,-1,inf
-3.12852,-50.25504,294,7.629889274e-05
-17.49093,-57.20983,293,6.1879349267e-05
-3.31469,-51.4176,-1,inf
-17.51031,-57.33688,275,3.3960702715e-05
-2.82583,-48.55859,-1,inf
-3.11574,-50.28698,296,7.4208056666e-05
-17.47927,-57.15589,297,6.1215264507e-05
-3.11644,-50.29118,296,7.4208056666e-05
-3.34304,-51.6566,-1,inf
-17.47983,-57.15952,297,5.9034743682e-05
-3.11057,-50.2921,298,7.4208458957e-05
-17.49259,-57.24306,299,6.1183451895e-05
-3.55562,-52.98115,-1,inf
-17.46031,-57.03222,295,5.8862565462e-05
-3.10987,-50.2879,298,7.4208458957e-05
-3.29469,-51.43146,-1,inf
-17.46087,-57.03586,295,5.9008805304e-05
-3.55075,-52.98188,-1,inf
-17.46143,-57.0395,295,6.1385655188e-05
-3.25161,-51.24032,-1,inf
-17.47871,-57.15225,297,5.8862416233e-05
-3.09551,-50.34565,-1,inf
-17.49204,-57.23943,299,5.9034644864e-05
-3.24611,-51.2412,300,6.0591044339e-05
-17.50698,-57.33744,275,5.8862159629e-05
-3.56235,-53.14285,-1,inf
-17.47816,-57.17098,301,5.9034757193e-05
-3.78304,-54.48942,-1,inf
-17.45698,-57.03278,295,5.8862565462e-05
-17.45753,-57.03642,295,5.8862587996e-05
-3.24554,-51.23777,300,6.0591044339e-05
-17.47538,-57.15281,297,5.8862416233e-05
-3.97887,-55.72551,-1,inf
-17.4887,-57.23999,299,5.9034644864e-05
-2.5662,-47.32554,-1,inf
-17.47649,-57.16008,297,5.9034743682e-05
-17.47872,-57.17461,301,6.1215628433e-05
-3.72691,-54.20126,-1,inf
-17.47482,-57.17154,301,5.9034757193e-05
-2.565,-47.31861,302,7.7623808566e-05
-17.36853,-56.4838,-1,inf
-17.4542,-57.03698,295,5.8862587996e-05
-17.47427,-57.1679,301,5.9008726799e-05
-2.91759,-49.40794,303,6.6895223717e-05
-17.48592,-57.24417,304,5.8836222829e-05
-2.9184,-49.41266,303,3.8774362604e-05
-17.48648,-57.2478,304,6.121308376e-05
-17.50031,-57.33854,305,6.10163494e-05
-3.2884,-51.59272,306,5.3758443069e-05
-3.51055,-52.95033,307,6.2703951237e-05
-17.50086,-57.34216,305,6.10163494e-05
-17.50142,-57.34579,305,6.1208181534e-05
-3.72149,-54.22393,308,6.6172246677e-05
-3.72218,-54.22813,308,3.0312642273e-05
-2.90513,-49.40981,-1,inf
-3.96745,-55.7565,309,5.3285672855e-05
-3.76063,-54.54375,310,7.2383989698e-05
-3.76131,-54.54785,310,7.2383989698e-05
-3.91756,-55.5005,311,1.2609781376e-05
-17.47093,-57.16845,301,5.9008726799e-05
-17.36459,-56.48068,-1,inf
-4.02537,-56.18909,312,3.6501332116e-05
-17.45086,-57.03753,295,5.9008883379e-05
-17.45142,-57.04118,295,5.9008905055e-05
-3.97038,-55.75864,309,6.3272844103e-05
-17.46815,-57.15029,-1,inf
-17.48259,-57.24472,304,5.8836222829e-05
-3.96639,-55.75937,309,5.3285672855e-05
-17.48037,-57.25254,313,6.1187281351e-05
-3.72358,-54.2271,308,3.0312642273e-05
-17.44808,-57.04173,295,5.9008905055e-05
-3.91803,-55.50105,311,1.2609781376e-05
-17.44864,-57.04537,295,5.9034995836e-05
-3.71913,-54.2278,308,5.3541915305e-05
-17.4492,-57.04901,295,6.1389670935e-05
-4.02453,-56.18717,312,3.6501332116e-05
-17.45144,-57.06357,314,5.9034973215e-05
-4.02528,-56.19201,312,5.0862154597e-05
-17.45199,-57.0672,314,6.1196763945e-05
-3.2908,-51.59027,306,5.9472131403e-05
-17.45925,-57.11449,315,6.1386187274e-05
-3.29134,-51.59364,306,5.3758443069e-05
-17.45981,-57.11813,315,6.1358457896e-05
-3.50833,-52.95316,307,6.2703951237e-05
-17.46036,-57.12177,315,5.8836422914e-05
-2.91989,-49.41101,303,3.8774362604e-05
-17.47981,-57.24891,313,6.1215087454e-05
-3.7321,-54.45377,-1,inf
-17.48092,-57.25617,313,6.1187281351e-05
-2.91368,-49.41203,-1,inf
-17.49254,-57.33238,-1,inf
-3.25613,-51.51229,-1,inf
-17.44698,-57.05685,314,5.9035009245e-05
-3.87074,-55.35967,-1,inf
-17.44754,-57.06049,314,5.9008935304e-05
-17.45703,-57.12232,315,5.8836422914e-05
-2.56118,-47.32089,302,7.7623808566e-05
-17.4587,-57.13322,315,5.9034914549e-05
-3.91014,-55.6365,-1,inf
-17.4453,-57.04593,295,5.9034995836e-05
-17.44642,-57.05321,314,5.9008944034e-05
-3.93769,-55.8117,316,7.0515123678e-05
-17.4481,-57.06413,314,5.9034973215e-05
-2.90042,-49.40914,-1,inf
-17.45535,-57.11141,-1,inf
-17.45758,-57.12595,315,5.8862587591e-05
-2.92792,-49.57593,-1,inf
-17.45814,-57.12959,315,6.1222188388e-05
-17.45981,-57.1405,-1,inf
-3.93369,-55.81227,316,7.0515123678e-05
-17.82882,-59.64482,-1,inf
-3.1737,-51.10947,317,6.4262921931e-05
-17.44364,-57.05741,314,5.8836553661e-05
-3.17429,-51.11311,317,6.4262921931e-05
-17.45536,-57.13378,315,5.8836462025e-05
-3.74375,-54.63963,318,7.6513058821e-05
-17.44308,-57.05376,314,5.9008944034e-05
-17.4442,-57.06104,314,5.9008935304e-05
-3.92969,-55.81284,316,7.0515130385e-05
-17.45369,-57.12287,315,5.900886131e-05
-3.21313,-51.38499,-1,inf
-17.45425,-57.12651,315,5.8862587591e-05
-3.73941,-54.64025,318,7.6513058821e-05
-17.47869,-57.28631,-1,inf
-3.15291,-51.05239,319,6.4636282533e-05
-17.48532,-57.32986,-1,inf
-17.48753,-57.34437,-1,inf
-17.44031,-57.05796,314,5.8836553661e-05
-3.15351,-51.05605,319,6.4636282533e-05
-17.44924,-57.11616,320,6.1225102319e-05
-3.87376,-55.51151,-1,inf
-17.4498,-57.11979,320,5.9034986465e-05
-17.45147,-57.1307,315,6.1224372334e-05
-3.17349,-51.24643,-1,inf
-17.45203,-57.13433,315,5.8836462025e-05
-17.47092,-57.25783,321,5.8836340281e-05
-3.7051,-54.5095,-1,inf
-18.38466,-63.94659,-1,inf
-3.89601,-55.70384,322,6.0492915769e-05
-17.44256,-57.09489,323,6.1391666304e-05
-3.89656,-55.70727,322,6.0492915769e-05
-17.43697,-57.05852,314,5.9035063112e-05
-17.43809,-57.06579,324,5.9035081037e-05
-17.44312,-57.09853,323,6.1363939554e-05
-17.44367,-57.10217,323,6.122692525e-05
-17.44423,-57.1058,323,5.8862695762e-05
-17.44479,-57.10944,323,6.1391118301e-05
-17.44646,-57.12035,320,5.8836531617e-05
-17.46759,-57.25838,321,5.8836340281e-05
-17.43754,-57.08453,325,5.8862749942e-05
-17.44201,-57.11363,320,5.8862713743e-05
-17.29466,-56.16788,326,5.9805843259e-05
-3.17268,-51.27572,-1,inf
-17.43475,-57.06635,324,5.9035081037e-05
-17.43643,-57.07726,325,6.1229293893e-05
-3.66653,-54.29801,-1,inf
-17.43699,-57.08089,325,5.9035089918e-05
-17.4409,-57.10636,323,5.8862695762e-05
-3.72275,-54.64699,327,7.1986762687e-05
-17.44257,-57.11727,320,6.1227285188e-05
-17.47477,-57.32788,-1,inf
-3.72341,-54.65107,327,7.1986762687e-05
-17.43587,-57.07362,325,6.1393861091e-05
-17.44313,-57.1209,320,5.8836531617e-05
-3.94271,-56.02348,328,6.9608195387e-05
-17.29128,-56.16847,326,5.9805843259e-05
-17.43365,-57.08145,325,5.9035089918e-05
-17.43421,-57.08509,325,5.8862749942e-05
-3.5375,-53.53068,-1,inf
-17.43812,-57.11055,320,6.1393123025e-05
-17.43868,-57.11419,320,5.8862713743e-05
-3.71842,-54.64761,327,7.0927652648e-05
-17.46147,-57.26311,-1,inf
-17.4587,-57.2673,-1,inf
-3.71907,-54.65163,327,7.0927652648e-05
-17.46479,-57.30721,329,5.9034865321e-05
-3.93797,-56.01906,-1,inf
-17.46589,-57.31447,330,5.8836379647e-05
-17.46645,-57.3181,330,6.1191845904e-05
-17.467,-57.32173,330,6.1191845904e-05
-3.93877,-56.0241,328,6.9608195387e-05
-17.46145,-57.30777,329,5.9034865321e-05
-17.45702,-57.27874,-1,inf
-3.16291,-51.2848,-1,inf
-17.46035,-57.30051,329,6.1193845068e-05
-17.4609,-57.30414,329,6.1193664843e-05
-3.05866,-50.6938,-1,inf
-17.46256,-57.31502,330,5.8836379647e-05
-17.45425,-57.28292,-1,inf
-17.27212,-56.24476,331,5.9579834153e-05
-3.15743,-51.28576,-1,inf
-17.27153,-56.24102,331,5.9778869656e-05
-17.29742,-56.40471,-1,inf
-3.15858,-51.29269,-1,inf
-17.26815,-56.2416,331,5.9778869656e-05
-3.16972,-51.35958,-1,inf
-17.26875,-56.24533,331,5.9579834153e-05
-17.26934,-56.24907,331,6.3177637875e-05
-18.17596,-62.76244,-1,inf
-3.89526,-55.8022,332,7.0687994082e-05
-17.27824,-56.39275,-1,inf
-18.18458,-62.90255,-1,inf
-2.98643,-50.2985,-1,inf
-17.27605,-56.40074,-1,inf
-18.13065,-62.49417,333,6.1542290559e-05
-3.16425,-51.36046,334,6.2200216561e-05
-18.1311,-62.49785,333,6.1542134862e-05
-18.13155,-62.50153,333,6.1542134862e-05
-3.16484,-51.36398,334,6.2200216561e-05
-17.28025,-56.53668,-1,inf
-3.56146,-53.76516,-1,inf
-17.25586,-56.41196,335,5.9606773609e-05
-3.89125,-55.80277,332,7.0687994082e-05
-3.67747,-54.50486,336,7.3049850669e-05
-17.25249,-56.41254,335,5.9606773609e-05
-3.67814,-54.509,336,7.3049850669e-05
-18.21137,-63.43826,-1,inf
-3.68698,-54.56334,-1,inf
-17.75538,-60.01793,-1,inf
-3.67311,-54.5056,336,7.7180168285e-05
-3.70339,-54.74574,337,7.594609232e-05
-3.92786,-56.13202,-1,inf
-3.69773,-54.7381,338,2.9162154501e-05
-17.95295,-61.56301,339,6.7294078496e-05
-17.94913,-61.56356,339,6.7294078496e-05
-3.69908,-54.74634,337,7.594609232e-05
-16.32073,-51.45263,-1,inf
-2.77133,-49.25331,92,4.5949803885e-05
-16.28452,-51.28335,340,7.084064328e-05
-16.28537,-51.28785,340,7.1593439672e-05
-2.77219,-49.25829,92,4.6647222467e-05
-16.28097,-51.28857,340,2.7981011706e-05
-3.68013,-54.65761,341,1.8380733921e-05
-16.28013,-51.28412,340,2.8598599791e-05
-3.69343,-54.73879,338,2.9387542337e-05
-16.28181,-51.29299,340,2.7329203437e-05
-3.69411,-54.74292,338,7.2904863067e-05
-16.27657,-51.28926,340,5.1916058365e-05
-3.88071,-55.9147,342,6.4873889414e-05
-16.27741,-51.2937,340,2.7493109362e-05
-3.88153,-55.91976,342,5.0611230045e-05
-16.28055,-51.28247,340,2.8598599791e-05
-16.28136,-51.28695,340,2.7981011706e-05
-3.63442,-54.43414,343,1.2348557947e-05
-16.28216,-51.2914,340,2.7329203437e-05
-16.27776,-51.2921,340,2.7493109362e-05
-3.63512,-54.4384,343,1.1798824675e-05
-17.84808,-61.52089,344,6.6926522853e-05
-3.68483,-54.74014,345,2.9248573406e-05
-17.84871,-61.52571,346,6.6948990707e-05
-3.88325,-55.91742,342,5.0611230045e-05
-17.84428,-61.52143,344,6.6926522853e-05
-17.84491,-61.52626,346,6.6948990707e-05
-3.69611,-54.73851,338,2.9162154501e-05
-17.99763,-62.84785,-1,inf
-18.42177,-67.10268,347,1.1362981607e-05
-3.6791,-54.65783,341,1.8380733921e-05
-17.04434,-56.50877,348,6.2565105315e-05
-3.69181,-54.73925,338,2.9387542337e-05
-2.83119,-49.3995,-1,inf
-17.04492,-56.51247,348,6.2372180087e-05
-17.04549,-56.51616,348,5.9436341708e-05
-3.63507,-54.43386,343,1.2348557947e-05
-17.04607,-56.51986,348,6.2564730387e-05
-17.55912,-59.97501,-1,inf
-3.63574,-54.43813,343,1.1798824675e-05
-17.04213,-56.51674,348,5.9436341708e-05
-3.6832,-54.74053,345,2.9248573406e-05
-17.03598,-56.52157,-1,inf
-3.77287,-55.39449,349,7.2589531431e-05
-17.56227,-60.07433,350,6.8640772521e-05
-17.56285,-60.07841,350,6.8640772521e-05
-3.76875,-55.39506,349,7.2589531431e-05
-18.42121,-67.10303,347,1.1362981607e-05
-17.54201,-60.00661,-1,inf
-2.775,-49.25218,92,6.7014304826e-05
-17.53905,-60.01117,-1,inf
-17.53189,-60.03717,-1,inf
-2.77581,-49.25716,92,6.6180687922e-05
-17.01603,-56.57042,351,6.2409639406e-05
-17.01661,-56.57411,351,6.2409639406e-05
-3.85624,-55.9785,-1,inf
-15.97822,-50.63522,-1,inf
-2.7687,-49.25319,92,4.5949803885e-05
-17.51768,-60.0644,352,6.2311170583e-05
-2.76952,-49.25817,92,1.1017346993e-05
-17.51415,-60.06496,352,6.2311170583e-05
-3.65737,-54.74448,-1,inf
-16.59077,-54.10507,-1,inf
-3.09363,-51.2722,353,6.4095726958e-05
-16.23419,-52.18078,-1,inf
-3.09245,-51.26493,353,6.4267782689e-05
-17.48944,-60.27017,-1,inf
-3.09304,-51.26857,353,6.4095726958e-05
-17.49526,-60.31188,354,6.2953306142e-05
-17.49169,-60.31242,354,6.2756973269e-05
-17.48349,-60.27959,355,6.273384146e-05
-17.48813,-60.31295,354,6.2756973269e-05
-17.47993,-60.28011,355,6.273384146e-05
-16.78198,-55.64549,356,6.0870705179e-05
-3.75929,-55.41518,-1,inf
-16.78261,-55.64938,356,6.0870699704e-05
-16.77917,-55.64998,356,6.0870699704e-05
-3.07224,-51.17589,-1,inf
-16.77854,-55.64609,356,6.0870705179e-05
-17.49664,-60.45345,-1,inf
-3.08694,-51.26582,357,6.340812156e-05
-16.7751,-55.64669,356,6.0870735074e-05
-3.08753,-51.26941,357,6.340812156e-05
-16.77572,-55.65057,356,6.101566157e-05
-3.65581,-54.79004,358,6.844179837e-05
-17.46906,-60.33281,-1,inf
-3.65643,-54.79392,358,6.844179837e-05
-2.53353,-48.08298,-1,inf
-16.99386,-57.16698,359,6.1537066593e-05
-3.55298,-54.28833,-1,inf
-16.99442,-57.17062,359,6.1537066593e-05
-3.76401,-55.60292,-1,inf
-16.99164,-57.1748,-1,inf
-17.78773,-62.91502,-1,inf
-2.33081,-46.97068,360,3.4409680343e-05
-16.98495,-57.15358,361,5.9012499271e-05
-2.73811,-49.37909,-1,inf
-16.98551,-57.1572,361,6.1210337368e-05
-3.46877,-53.7972,-1,inf
-16.99611,-57.22613,-1,inf
-2.33204,-46.9779,362,3.4821726223e-05
-3.6038,-54.68599,363,7.6316068991e-05
-3.80789,-55.95491,-1,inf
-17.43281,-60.22775,364,6.2561316004e-05
-2.70862,-49.31858,365,7.7283930758e-05
-16.98049,-57.14687,361,6.1376543398e-05
-3.03614,-51.26632,-1,inf
-16.98105,-57.1505,361,6.1376364858e-05
-3.59947,-54.6866,363,7.6316068991e-05
-16.98161,-57.15413,361,5.8866399295e-05
-17.42926,-60.22827,364,6.2561316004e-05
-2.70234,-49.3196,366,6.6215363184e-05
-16.97828,-57.15469,361,5.8866399295e-05
-3.46934,-53.91603,-1,inf
-16.97939,-57.16194,-1,inf
-2.69606,-49.3206,366,5.7504668945e-05
-16.99555,-57.2671,-1,inf
-2.72116,-49.50572,-1,inf
-16.99666,-57.27435,367,5.8840008146e-05
-2.41472,-47.7575,368,4.1174376971e-05
-17.44914,-60.40014,-1,inf
-2.41579,-47.76372,368,7.0665274015e-05
-17.42216,-60.22931,-1,inf
-3.30255,-52.9929,369,6.6438773729e-05
-16.99333,-57.2749,367,5.8840008146e-05
-3.3597,-53.33739,370,5.1517111127e-05
-16.97719,-57.19208,-1,inf
-3.36054,-53.34246,370,3.858938136e-05
-16.9694,-57.18593,-1,inf
-2.40779,-47.75856,125,4.0694304497e-05
-17.58553,-61.53966,-1,inf
-2.40562,-47.74599,125,4.2609322968e-05
-17.73567,-62.79808,371,6.337094289e-05
-2.40672,-47.75238,125,4.0977792626e-05
-17.73614,-62.80186,371,5.2823341876e-05
-3.57383,-54.66544,372,2.4886916328e-05
-16.94656,-57.14878,373,5.9012791252e-05
-16.94712,-57.15241,373,5.9038995981e-05
-3.59961,-54.82296,374,4.5003869937e-05
-2.40886,-47.76471,125,4.1227190655e-05
-16.94322,-57.14933,373,3.9952594116e-05
-3.59532,-54.82357,374,3.0817644442e-05
-16.94378,-57.15297,373,3.9901967859e-05
-3.53434,-54.47944,375,9.769295998e-06
-16.94104,-57.15006,373,3.9952594116e-05
-3.49335,-54.13009,-1,inf
-16.9416,-57.15369,373,3.9901967859e-05
-3.57241,-54.66531,372,2.4886916328e-05
-16.94383,-57.19055,376,6.1360849578e-05
-3.59704,-54.82317,374,3.0817644442e-05
-16.93938,-57.16151,-1,inf
-3.59767,-54.8272,374,7.1054113217e-05
-16.94216,-57.17966,376,5.8840423947e-05
-3.3599,-53.34034,370,3.858938136e-05
-16.94272,-57.18328,376,6.1223927893e-05
-2.33077,-46.97944,362,3.4821726223e-05
-2.71202,-49.32142,365,7.7283930758e-05
-16.94328,-57.18692,376,6.1360849578e-05
-3.29965,-52.99043,369,6.6438773729e-05
-16.95882,-57.28844,-1,inf
-3.53431,-54.47888,375,9.769295998e-06
-16.93493,-57.1548,377,5.901287959e-05
-2.32959,-46.97223,360,3.4409680343e-05
-16.93883,-57.18021,376,5.8840423947e-05
-3.56331,-54.69213,-1,inf
-17.73314,-62.80228,371,5.2823341876e-05
-2.69868,-49.3186,366,5.7504668945e-05
-16.93159,-57.15535,377,5.901287959e-05
-16.93214,-57.15899,377,5.8840500265e-05
-2.69948,-49.32349,366,7.8112009581e-05
-16.93326,-57.16624,377,5.903910507e-05
-16.92881,-57.15954,377,5.8840500265e-05
-2.4312,-47.72461,-1,inf
-16.92937,-57.16317,377,5.9012921803e-05
-16.92992,-57.1668,377,5.903910507e-05
-2.96748,-51.05,378,6.5163220084e-05
-16.92769,-57.15228,377,6.1393351616e-05
-16.92825,-57.15591,377,5.9012930305e-05
-16.93048,-57.17043,377,6.1392642749e-05
-2.96808,-51.05369,378,6.5163220084e-05
-16.92491,-57.15646,377,5.9012930305e-05
-16.92547,-57.1601,377,5.9039140077e-05
-3.67311,-55.50053,-1,inf
-16.92603,-57.16372,377,5.9012921803e-05
-17.49085,-61.20287,379,6.5673748471e-05
-2.41565,-47.75967,368,4.1174376971e-05
-17.48712,-61.20339,379,6.5673748471e-05
-17.38825,-60.50308,380,6.3230500411e-05
-2.6184,-48.98723,-1,inf
-17.48279,-61.19934,381,6.554562572e-05
-17.38466,-60.50359,380,6.3230500411e-05
-2.75224,-49.80202,-1,inf
-17.47907,-61.19988,381,6.554562572e-05
-17.7452,-63.44299,382,7.5319719536e-05
-17.74092,-63.44357,382,7.5319719536e-05
-2.94961,-51.01077,-1,inf
-17.45485,-61.2174,-1,inf
