latitude,longitude,cluster,distance
-11.43832,-55.18606,879,3.0047397754e-05
2.8567,-61.01712,882,6.2569728882e-05
2.91553,-60.64956,881,5.995270651e-05
2.86059,-61.01408,882,5.9313090559e-05
3.11507,-59.7049,883,6.2096423609e-05
3.11857,-59.70554,883,6.2096423609e-05
2.63026,-63.88947,-1,inf
-11.43904,-55.19054,879,5.90245423e-05
3.30486,-59.66477,-1,inf
-12.74364,-63.98516,880,3.368283745e-05
2.83941,-63.64156,-1,inf
-11.84345,-57.83948,-1,inf
3.48578,-59.58548,884,6.9923792846e-05
-11.83394,-57.84467,-1,inf
-12.21674,-60.41322,885,6.4683861638e-05
3.48519,-59.58945,884,6.2617927795e-05
3.48874,-59.58997,884,6.2617927795e-05
-12.21729,-60.41697,885,6.4683861638e-05
-11.76393,-57.65995,886,5.951067846e-05
2.79609,-64.21879,-1,inf
-11.76449,-57.66357,886,6.2621246909e-05
3.51874,-59.70332,-1,inf
-11.75999,-57.65688,886,6.2312219408e-05
-11.76056,-57.66048,886,5.951067846e-05
3.60557,-59.3061,-1,inf
-11.89426,-58.77358,-1,inf
3.60977,-59.30252,-1,inf
-11.40479,-55.76344,-1,inf
3.60434,-59.36441,-1,inf
3.5398,-59.82631,-1,inf
-12.31654,-61.82676,887,6.3800079945e-05
3.54562,-59.81126,-1,inf
-12.31292,-61.82728,887,6.3800079945e-05
3.64034,-59.31956,888,6.3506405183e-05
-12.5353,-63.51342,889,7.0509051477e-05
3.63973,-59.32366,888,6.3506406093e-05
-11.62289,-57.29312,890,6.0081486306e-05
3.64394,-59.32009,888,6.3506405183e-05
-12.53059,-63.50875,891,7.026628196e-05
3.64333,-59.32419,888,6.3506406093e-05
-12.5313,-63.514,889,7.0462124261e-05
2.76234,-65.18656,-1,inf
-12.53201,-63.51922,892,7.0485392923e-05
3.67347,-59.44089,-1,inf
-11.61949,-57.29367,890,6.0081486306e-05
-12.5266,-63.5093,891,7.026628196e-05
3.59285,-60.43447,-1,inf
-12.5273,-63.51456,889,7.0243778772e-05
3.67339,-59.99201,893,6.7816914529e-05
-12.52801,-63.51979,892,7.0439272234e-05
-12.52872,-63.52503,-1,inf
3.67281,-59.99586,893,6.155628474e-05
-12.5226,-63.50986,891,7.0439298381e-05
3.6763,-59.99637,893,6.155628474e-05
-12.52331,-63.5151,889,7.0243778772e-05
3.67921,-60.00072,-1,inf
-12.52401,-63.52034,892,7.0439272234e-05
3.70538,-59.99281,894,1.3677175087e-05
-12.52543,-63.53083,-1,inf
3.7048,-59.99665,894,1.3837706054e-05
-12.5186,-63.51041,891,7.0439298381e-05
3.70553,-59.99696,894,1.3837706054e-05
-12.51931,-63.51565,889,7.043929495e-05
3.7061,-59.99312,894,1.3677175087e-05
-12.51531,-63.5162,889,7.0439314276e-05
3.87429,-59.24755,895,6.3851425501e-05
-12.51601,-63.52145,896,7.0439330216e-05
-12.51201,-63.522,896,7.0439330216e-05
3.92571,-58.92664,-1,inf
-11.26535,-55.20968,-1,inf
3.87791,-59.24808,895,6.3851425501e-05
-11.26012,-55.20126,-1,inf
-11.26088,-55.2058,897,6.5932836715e-05
3.0823,-64.65239,-1,inf
-11.25715,-55.20641,897,6.5932836715e-05
3.80911,-59.97287,-1,inf
-11.2579,-55.21094,898,6.5932853835e-05
3.91153,-59.30246,-1,inf
-11.25417,-55.21155,898,6.5932853835e-05
-12.56104,-64.27923,899,2.1598919307e-05
3.68245,-60.9322,-1,inf
-12.56046,-64.27811,899,2.1598919307e-05
3.69313,-60.93012,-1,inf
-12.55572,-64.30651,-1,inf
3.69829,-60.9419,-1,inf
-12.64883,-65.03929,900,7.7925044851e-05
3.70113,-60.94599,-1,inf
3.9826,-59.12086,-1,inf
-12.14923,-61.43635,-1,inf
3.90271,-59.6616,-1,inf
-12.6444,-65.03986,900,7.7925044851e-05
4.62395,-54.82756,-1,inf
-12.75971,-66.00358,-1,inf
3.95326,-59.51742,-1,inf
-12.42941,-63.67768,-1,inf
4.03415,-59.0504,-1,inf
-12.45692,-64.13909,-1,inf
4.0359,-59.06369,-1,inf
3.83101,-60.42804,901,6.0692649286e-05
-11.42975,-57.04477,-1,inf
3.83445,-60.42855,901,6.0692649286e-05
-12.39112,-63.73036,902,6.2083063526e-05
3.60927,-61.92018,-1,inf
-12.39018,-63.72314,902,6.2083173456e-05
3.80342,-60.65763,903,6.0149320736e-05
-12.39065,-63.72675,902,6.2083063526e-05
3.80738,-60.65448,903,6.4284686277e-05
-12.38707,-63.73088,902,6.1914929665e-05
3.80683,-60.65813,903,6.0149320736e-05
-12.38754,-63.73448,902,6.1914929665e-05
3.81024,-60.65864,903,6.0174772509e-05
-12.4796,-65.04295,-1,inf
3.80362,-60.70243,904,6.4284960609e-05
-12.61281,-66.26237,905,5.0378205819e-05
3.80307,-60.70608,904,6.4284960609e-05
-12.60799,-66.26299,906,4.2206434018e-05
3.80758,-60.69928,-1,inf
-12.60318,-66.26358,907,4.1984186238e-05
3.81881,-60.67113,-1,inf
-12.61302,-66.25942,905,5.0378205819e-05
3.81716,-60.68205,908,1.0284938966e-05
3.81384,-60.70393,909,5.909948282e-05
-12.60889,-66.26529,906,4.2206434018e-05
3.81219,-60.71487,910,9.929418445e-06
-12.6034,-66.26063,907,5.0393086832e-05
3.8169,-60.68258,908,1.0284938966e-05
-12.60407,-66.26587,907,4.1984186238e-05
3.81204,-60.71542,910,9.929418445e-06
-12.58001,-66.26891,-1,inf
3.81706,-60.70498,909,5.909948282e-05
-11.55768,-59.02313,-1,inf
3.83255,-60.64748,-1,inf
3.8228,-60.71328,911,5.9976603102e-05
-12.56066,-66.59033,-1,inf
3.82172,-60.72057,912,5.9976604694e-05
3.8262,-60.71378,911,5.9976603102e-05
-12.10845,-63.1853,-1,inf
3.82512,-60.72107,912,5.9976604694e-05
3.82458,-60.72471,912,6.4085301272e-05
-12.62168,-67.31612,913,3.2688508436e-05
3.82853,-60.72158,912,6.0174744586e-05
-12.62242,-67.32241,913,2.9002323328e-05
3.86905,-60.47203,914,6.0692591195e-05
-12.62205,-67.31927,913,2.9078891292e-05
3.87249,-60.47254,914,6.0692591195e-05
-11.51905,-59.08327,-1,inf
3.87194,-60.47625,914,6.5313170245e-05
-12.62103,-67.31792,913,2.9078891292e-05
4.02574,-59.72931,-1,inf
-12.62142,-67.32105,913,2.9002323328e-05
-12.62181,-67.32417,913,3.1809968249e-05
4.68889,-55.28731,-1,inf
-12.04342,-63.08717,-1,inf
4.69906,-55.28361,-1,inf
-12.56265,-67.14113,915,5.1343652808e-05
3.90202,-60.67276,916,6.0124217007e-05
4.05171,-59.70094,-1,inf
-12.56302,-67.14412,915,5.1343652808e-05
-12.09338,-63.54109,-1,inf
3.90543,-60.67325,916,6.0124217007e-05
4.05828,-59.68141,917,6.2625674731e-05
4.05467,-59.70539,918,7.1652501332e-05
4.05406,-59.70946,918,7.1652501332e-05
4.06184,-59.68186,917,6.2625674731e-05
4.05942,-59.6979,-1,inf
3.94845,-60.43439,-1,inf
3.95076,-60.44234,-1,inf
3.95533,-60.43542,-1,inf
-11.15931,-57.18574,-1,inf
3.76898,-61.82154,-1,inf
-12.19193,-64.47162,-1,inf
4.05759,-60.19313,-1,inf
4.05993,-60.20125,-1,inf
-11.14586,-57.34423,-1,inf
4.05823,-60.21264,-1,inf
-10.80832,-55.36384,919,6.9490145274e-05
4.06226,-60.20936,-1,inf
5.20821,-52.75616,920,6.632497598e-05
-11.23125,-58.00956,921,5.9142318222e-05
5.20769,-52.75994,920,6.632497598e-05
4.04375,-60.91392,922,5.9803588408e-05
-10.81118,-55.36666,919,6.9490145274e-05
-11.2279,-58.01008,921,5.9142318222e-05
4.04714,-60.91442,922,5.9803588408e-05
-12.01418,-63.51216,-1,inf
4.0466,-60.91803,922,6.3552022751e-05
-12.01093,-63.5179,-1,inf
4.09084,-60.85439,-1,inf
-12.00298,-63.51898,-1,inf
4.23881,-59.89357,923,6.2115816111e-05
-12.74835,-69.5557,-1,inf
4.24232,-59.89416,923,6.2115816111e-05
-12.24409,-65.53246,-1,inf
4.1593,-60.49286,-1,inf
-12.23953,-65.53304,-1,inf
4.25348,-59.89175,-1,inf
-12.02899,-64.04865,-1,inf
4.27066,-59.80181,924,5.920074115e-06
-10.92224,-56.53518,-1,inf
4.2564,-59.89627,925,4.52510637e-06
-10.91809,-56.53181,-1,inf
4.25991,-59.89686,925,5.8565408408e-05
-10.91936,-56.53968,-1,inf
4.25931,-59.90079,925,4.925208162e-06
-12.27763,-66.13821,926,2.575230191e-05
4.27043,-59.80156,924,5.920074115e-06
4.25663,-59.89615,925,4.52510637e-06
-12.27288,-66.13881,927,2.5582226158e-05
4.25957,-59.90068,925,4.925208162e-06
-12.25988,-66.15091,928,2.4930632097e-05
4.26383,-59.94521,929,6.2137646089e-05
-10.88061,-56.45654,930,5.5909678294e-05
4.26737,-59.94559,929,6.2137646089e-05
-10.88126,-56.46054,930,1.3474415705e-05
4.16174,-60.70864,931,6.0148771905e-05
-10.88157,-56.45982,930,1.3474415705e-05
4.16515,-60.70914,931,6.0148771905e-05
-10.87741,-56.45639,930,5.5909678294e-05
4.16461,-60.71281,931,6.4575899498e-05
-10.87805,-56.4604,930,5.6076431373e-05
4.3329,-59.8917,-1,inf
-12.28237,-66.13911,-1,inf
-12.27762,-66.13972,926,2.575230191e-05
4.33584,-59.89609,-1,inf
4.30005,-60.20655,-1,inf
-12.2722,-66.13519,927,6.2867497499e-05
-12.27287,-66.14031,927,2.5582226158e-05
4.46217,-59.69876,-1,inf
-11.08133,-57.87141,932,5.9341518447e-05
4.38475,-60.21836,-1,inf
-12.25995,-66.15237,928,2.4930632097e-05
-11.07797,-57.87194,932,5.9341518447e-05
4.31771,-60.71341,-1,inf
-11.06732,-57.86995,-1,inf
4.30396,-61.01254,933,6.4100376389e-05
-11.9147,-63.6867,-1,inf
4.3034,-61.01618,933,5.9736062342e-05
-11.14865,-58.86155,934,5.8771947602e-05
4.30678,-61.01672,933,1.8818845964e-05
4.30623,-61.02035,933,5.8881609888e-05
-11.14918,-58.86507,934,5.8797634548e-05
4.30769,-61.0173,933,1.8818845964e-05
-11.14532,-58.86206,934,5.8771947602e-05
4.55084,-59.53335,-1,inf
-11.14585,-58.86559,934,5.8797634548e-05
4.47056,-60.15321,-1,inf
-10.91345,-57.99804,-1,inf
4.37611,-60.79028,935,6.3869968073e-05
-11.32973,-60.80289,936,2.0769418099e-05
4.37557,-60.79391,935,6.3869968073e-05
4.48956,-60.07302,-1,inf
-11.33092,-60.80289,936,2.0769418099e-05
-11.28037,-60.74517,-1,inf
-10.73227,-57.15482,937,6.0630106718e-05
4.41894,-61.06421,938,5.9655942943e-05
-10.73286,-57.15858,937,6.0603180261e-05
4.42232,-61.06472,938,5.9655942943e-05
4.57347,-60.11334,-1,inf
-10.72824,-57.15162,937,6.0749239384e-05
-10.72884,-57.15538,937,6.0630106718e-05
4.66529,-59.53722,-1,inf
-10.72943,-57.15913,937,6.0603180261e-05
4.56119,-60.2691,-1,inf
-10.7248,-57.15216,937,6.0749239384e-05
4.9546,-57.96185,-1,inf
-10.7254,-57.15592,937,6.0749236584e-05
-10.72599,-57.15968,937,6.0749249884e-05
4.63239,-60.12593,-1,inf
-10.72659,-57.16344,937,6.0775623123e-05
5.00712,-57.92571,939,7.0019545567e-05
-10.72718,-57.16721,937,6.0775620268e-05
5.01109,-57.92629,939,7.0019545567e-05
-10.72777,-57.17097,937,6.0630129351e-05
5.01287,-57.94201,-1,inf
-10.72136,-57.1527,937,6.0630161574e-05
4.53732,-61.18184,940,5.9432231708e-05
-10.72196,-57.15646,937,6.0749252636e-05
4.67689,-60.26643,-1,inf
-10.72255,-57.16022,937,6.0603230292e-05
-10.72315,-57.16399,937,6.0775623123e-05
4.54069,-61.18233,940,5.9432231708e-05
-10.72374,-57.16776,937,6.060322452e-05
4.06891,-64.40255,-1,inf
-10.72434,-57.17153,937,6.0630129351e-05
5.17118,-57.16669,-1,inf
-10.72494,-57.17531,937,6.0802479639e-05
-10.72553,-57.17909,937,6.0630140614e-05
4.82892,-59.99117,-1,inf
-10.71793,-57.15326,937,6.0630161574e-05
4.82777,-59.99895,-1,inf
-10.71852,-57.15701,937,6.077564552e-05
-10.71912,-57.16077,937,6.0603230292e-05
5.35803,-56.52913,-1,inf
-10.71971,-57.16454,937,6.0775639765e-05
5.36679,-56.53033,-1,inf
-10.72031,-57.16831,937,6.060322452e-05
5.35153,-56.72651,-1,inf
-10.72091,-57.17209,937,6.0630146596e-05
4.70575,-61.10034,-1,inf
-10.7215,-57.17587,937,6.0630160871e-05
-10.7221,-57.17965,937,6.0603232475e-05
4.87118,-60.06974,-1,inf
-10.7227,-57.18342,937,6.0775641941e-05
4.93158,-59.83142,941,6.278820531e-05
-10.72389,-57.19094,942,6.5125968869e-05
4.93514,-59.83194,941,6.278820531e-05
-10.72448,-57.19469,942,6.060322093e-05
5.03822,-59.52976,-1,inf
-10.71688,-57.16887,937,6.0630166851e-05
-10.71747,-57.17265,937,6.0802499838e-05
4.96402,-60.02822,-1,inf
-10.71807,-57.17643,937,6.0603252018e-05
4.97342,-60.06164,-1,inf
-10.71867,-57.1802,937,6.0603232475e-05
3.6579,-68.84303,-1,inf
-10.71926,-57.18397,937,6.0603246248e-05
-10.71986,-57.18774,937,6.0603243339e-05
5.74448,-55.66381,943,4.9382598871e-05
-10.72105,-57.19524,942,6.060322093e-05
-10.72164,-57.19899,942,6.0603234706e-05
5.23821,-59.15268,-1,inf
-10.71464,-57.17698,937,6.0603252018e-05
5.74254,-55.66174,943,4.9382598871e-05
-10.71523,-57.18075,937,6.0603265786e-05
5.44755,-58.0817,-1,inf
-10.71583,-57.18452,937,6.0603246248e-05
-10.71643,-57.18829,937,6.0603243339e-05
5.45544,-58.08286,-1,inf
-10.71702,-57.19204,937,6.0576804347e-05
4.94484,-61.53142,-1,inf
-10.71821,-57.19954,942,6.0603234706e-05
5.53204,-57.58524,944,6.3194341612e-05
-10.71359,-57.19258,937,6.0576804347e-05
-10.46142,-55.63004,-1,inf
5.53152,-57.58884,944,6.3047852702e-05
5.53099,-57.59243,944,6.3047852702e-05
5.39714,-58.7976,945,3.2801196521e-05
5.35916,-59.00658,-1,inf
5.39697,-58.79572,945,3.2801196521e-05
3.99784,-68.35084,-1,inf
5.12099,-61.23748,946,5.9707253371e-05
5.12437,-61.23801,946,5.9707253371e-05
5.869,-56.29668,-1,inf
-10.7112,-57.17753,937,6.0775680912e-05
3.43383,-72.14005,947,6.6795622246e-05
-10.7118,-57.1813,937,6.0603265786e-05
-10.71418,-57.19633,937,6.5128129707e-05
3.43319,-72.14383,947,6.6795622246e-05
-11.81155,-65.01133,948,6.0098165246e-05
5.8431,-56.67504,-1,inf
5.89377,-56.41224,-1,inf
-11.81209,-65.01559,948,1.8568129577e-05
-11.81132,-65.01484,948,1.8568129577e-05
4.22197,-67.7817,-1,inf
-10.71258,-57.96462,949,5.9515720558e-05
5.94374,-56.90724,-1,inf
-10.70921,-57.96515,949,5.9515720558e-05
-10.0092,-53.89394,950,6.5045974665e-05
5.94979,-56.8957,951,7.0686435036e-05
5.95037,-56.89167,951,7.0686435036e-05
-10.00983,-53.89767,950,6.501657693e-05
5.94921,-56.89975,951,7.085838919e-05
-10.01045,-53.9014,950,6.501657693e-05
5.94863,-56.90379,951,7.085838919e-05
5.95467,-56.89227,951,7.5768456441e-05
-11.85664,-67.20781,952,5.1331445149e-05
3.53361,-72.6394,953,1.94837015e-06
-11.85626,-67.20483,952,5.1331445149e-05
-9.86008,-53.82759,954,7.3252359002e-05
3.53942,-72.64034,955,2.495002412e-06
-9.85594,-53.82829,954,6.5444137577e-05
3.5439,-72.64938,956,3.384417471e-06
-9.85658,-53.83204,954,6.5444137577e-05
5.48778,-60.40826,-1,inf
3.53356,-72.6393,953,1.94837015e-06
-10.97714,-60.95984,-1,inf
5.94117,-57.28813,-1,inf
-10.41058,-57.24129,-1,inf
3.53936,-72.64021,955,2.495002412e-06
-9.88691,-54.32972,957,7.6768393506e-05
5.52536,-60.22442,-1,inf
-9.8906,-54.33215,957,7.6768393506e-05
3.54379,-72.64922,956,3.384417471e-06
-10.30361,-56.97782,958,6.1321617393e-05
5.94902,-57.29312,-1,inf
-10.30014,-56.97838,958,6.1321617393e-05
5.8785,-57.79354,-1,inf
-10.30075,-56.98223,958,6.1294936684e-05
5.96865,-57.2449,-1,inf
-10.29667,-56.97894,958,6.132163399e-05
3.65209,-72.18385,-1,inf
-10.29728,-56.98278,958,6.1294936684e-05
3.65645,-72.19227,-1,inf
-9.81773,-54.04169,959,6.3667980202e-05
3.52723,-72.95944,-1,inf
-9.81834,-54.04534,959,6.3667980202e-05
-10.3191,-57.14424,-1,inf
5.98493,-57.25111,-1,inf
-9.81426,-54.04607,959,7.230764559e-05
6.00882,-57.29364,960,6.7193520997e-05
-11.1488,-62.86813,-1,inf
6.00826,-57.29747,960,6.7193520997e-05
6.02114,-57.32654,961,6.6479784924e-05
-10.29058,-57.27664,962,6.0751242043e-05
6.02059,-57.33033,961,6.6479784924e-05
-10.28714,-57.27718,962,6.0751242043e-05
5.77173,-59.42356,-1,inf
-10.31499,-57.63031,-1,inf
5.54798,-61.18089,-1,inf
-10.34037,-57.79135,-1,inf
3.84991,-72.52406,963,6.9914579629e-05
-10.46887,-58.67898,964,5.8800697998e-05
3.84925,-72.52802,963,6.9914579629e-05
-10.46941,-58.68251,964,5.8800695639e-05
5.74113,-60.6361,-1,inf
-10.46995,-58.68604,964,6.1312982038e-05
-10.47049,-58.68957,964,6.1312982038e-05
4.23925,-70.72267,-1,inf
-10.465,-58.67598,964,5.8774909549e-05
-10.46554,-58.6795,964,5.8800697998e-05
4.2131,-71.07288,-1,inf
-10.46608,-58.68303,964,5.8800695639e-05
4.21827,-71.07378,-1,inf
-10.05887,-56.09225,-1,inf
4.25856,-71.19109,-1,inf
-10.46167,-58.67649,964,5.8774909549e-05
5.75513,-62.34121,-1,inf
-10.46221,-58.68002,964,5.880071254e-05
-10.46382,-58.69061,965,6.1314269515e-05
6.46168,-57.67619,-1,inf
-10.46328,-58.68708,965,5.8800722407e-05
-10.45833,-58.67701,964,5.8973246194e-05
6.46528,-57.68044,-1,inf
-10.45887,-58.68054,964,5.8973243843e-05
6.4792,-57.67114,-1,inf
-10.45995,-58.6876,965,5.8800722407e-05
-10.16354,-56.88943,966,6.7189587803e-05
6.39279,-58.74784,-1,inf
-10.16416,-56.89329,966,6.7189587803e-05
4.28039,-72.30147,-1,inf
-9.80814,-55.18791,967,4.4974802957e-05
6.55697,-57.79345,-1,inf
-9.80433,-55.18852,967,4.4822046832e-05
6.59909,-57.8765,968,4.627774725e-05
-9.80931,-55.18558,967,4.4974802957e-05
-9.8055,-55.1862,967,4.4822046832e-05
-10.23691,-57.96029,969,6.2742032881e-05
-10.23746,-57.9639,969,6.2742032881e-05
-10.11981,-57.23005,-1,inf
-10.12101,-57.23772,-1,inf
-11.30096,-65.36591,970,7.8215765962e-05
6.59887,-57.87384,968,4.627774725e-05
-10.1141,-57.2387,-1,inf
6.6151,-57.84679,971,7.1915895178e-05
-11.29652,-65.36653,970,7.8215765962e-05
6.61918,-57.84737,971,7.1915895178e-05
-10.10887,-57.22788,-1,inf
6.04228,-62.23229,-1,inf
-11.37696,-66.53283,-1,inf
4.6311,-71.30408,972,3.1104901129e-05
-11.37214,-66.53347,973,5.1580811437e-05
-11.3228,-66.21587,974,5.4015017266e-05
6.6995,-57.92453,-1,inf
-11.37243,-66.53047,973,5.1580811437e-05
4.63181,-71.30244,972,3.1104901129e-05
-11.32141,-66.21869,974,5.4015017266e-05
6.3142,-60.85664,-1,inf
-10.14376,-58.19268,975,6.2420398493e-05
6.70174,-58.28691,-1,inf
-10.14431,-58.19627,975,6.2420398493e-05
6.76104,-58.26924,976,4.9913548908e-05
-9.83551,-56.34829,977,7.1780921432e-05
6.76502,-58.2698,976,5.191729225e-05
-9.83617,-56.35241,977,7.1780921432e-05
6.76324,-58.2674,976,4.9913548908e-05
-9.70078,-55.56507,-1,inf
6.60553,-59.5189,-1,inf
-10.00549,-57.50579,-1,inf
4.80757,-71.11683,-1,inf
-10.31735,-59.62431,978,5.8775525748e-05
4.81169,-71.12374,-1,inf
4.82604,-71.10108,-1,inf
-10.31402,-59.62482,978,5.8775525748e-05
6.80977,-58.36735,979,6.962023737e-05
-10.30348,-59.62283,980,5.8750242042e-05
6.81372,-58.36791,979,6.962023737e-05
4.80593,-71.38194,981,5.5874452452e-05
-10.30015,-59.62333,980,5.8750242042e-05
4.80541,-71.38511,981,5.5874452452e-05
-10.27609,-59.6133,-1,inf
6.13328,-63.03872,-1,inf
-9.73014,-56.0872,-1,inf
6.85872,-58.41303,-1,inf
-10.01809,-57.94397,-1,inf
5.53566,-67.60966,-1,inf
-9.92518,-57.48098,-1,inf
6.94605,-58.41212,-1,inf
-9.57732,-56.01965,-1,inf
-10.77239,-64.88367,-1,inf
6.98245,-58.5246,-1,inf
-9.73365,-57.77341,982,6.0063846604e-05
7.06198,-58.49789,-1,inf
6.68203,-63.36333,983,5.858957077e-05
-9.73422,-57.77707,982,6.0063844153e-05
-9.73025,-57.77395,982,6.0063846604e-05
6.68535,-63.36383,983,5.858957077e-05
7.06717,-61.44564,-1,inf
-9.73082,-57.77761,982,6.0063844153e-05
-9.71562,-57.8138,984,6.0011673346e-05
5.41411,-71.68766,-1,inf
-9.71222,-57.81432,984,6.0011673346e-05
-9.449,-56.26125,985,5.2324514564e-05
7.01209,-62.49814,-1,inf
-9.44539,-56.26184,985,5.249500211e-05
-9.44608,-56.26604,985,2.8926492232e-05
7.22444,-61.41692,-1,inf
-9.44852,-56.26425,985,5.2324514564e-05
7.11952,-62.41775,-1,inf
-9.44491,-56.26485,985,2.8926492232e-05
-9.70739,-58.1012,-1,inf
7.11462,-62.51423,-1,inf
-9.5074,-57.02564,-1,inf
6.37823,-67.22303,-1,inf
-9.5756,-57.61298,-1,inf
6.98729,-63.55807,-1,inf
-10.20434,-61.98682,986,3.3887261569e-05
7.08678,-63.5022,987,6.0979176588e-05
7.08625,-63.50568,987,6.0979176588e-05
-9.59834,-57.95956,988,5.9693049464e-05
7.45014,-61.56316,989,5.9944022281e-05
-9.82559,-59.44723,-1,inf
7.45354,-61.56365,989,5.9944022281e-05
-10.2024,-61.98674,986,3.3887261569e-05
7.17,-63.6226,-1,inf
-10.84171,-66.55261,-1,inf
6.87243,-66.08289,-1,inf
-9.39646,-56.68774,-1,inf
6.53278,-68.23063,990,7.0269170642e-05
-9.59496,-57.96009,988,5.9693049464e-05
-9.82173,-59.44423,-1,inf
6.88425,-66.1017,991,1.7743350814e-05
-9.94381,-60.25706,-1,inf
6.88519,-66.10131,991,1.7743350814e-05
-9.54392,-57.69806,992,6.4115582008e-05
6.5357,-68.22784,990,7.0269170642e-05
-9.54449,-57.70174,992,6.023708925e-05
6.90364,-66.03242,-1,inf
-9.54506,-57.70541,992,6.026388383e-05
7.49052,-62.28152,126,5.893259563e-05
-9.54563,-57.7091,992,6.4285410136e-05
6.97429,-66.1451,-1,inf
-9.56334,-57.82317,993,6.4819217657e-05
6.94359,-67.24004,-1,inf
-9.56392,-57.82689,993,6.4819217657e-05
6.67075,-69.05048,-1,inf
-9.54165,-57.70596,992,6.006466442e-05
-9.54108,-57.70228,992,6.023708925e-05
7.78354,-62.15639,-1,inf
-9.88518,-59.95662,-1,inf
7.78298,-62.49607,994,6.1542567924e-05
-9.53767,-57.70282,992,6.0237103596e-05
7.78246,-62.49959,994,6.1542567924e-05
-9.53825,-57.7065,992,6.006466442e-05
7.39224,-65.22662,-1,inf
-10.16214,-61.93478,-1,inf
7.73879,-63.03933,-1,inf
-9.76202,-59.34218,995,6.0908494724e-05
7.7421,-63.10734,-1,inf
-9.76255,-59.34568,995,6.0908494724e-05
-9.89624,-60.26057,-1,inf
7.74692,-63.23252,996,5.8586560382e-05
7.7464,-63.236,996,5.8586561958e-05
-10.97456,-68.50016,997,2.2306659419e-05
7.75024,-63.23302,996,5.8586560382e-05
7.74972,-63.2365,996,5.8439786088e-05
-10.97498,-68.50373,997,2.1727022643e-05
7.74919,-63.23998,996,6.0889497258e-05
7.75303,-63.23701,996,5.8439786088e-05
-10.39698,-64.03066,998,4.8474498433e-05
7.75008,-63.3192,-1,inf
-9.77985,-59.77767,999,5.8950282164e-05
7.43701,-65.35818,-1,inf
7.43987,-65.36255,1000,6.1133942913e-05
-9.77599,-59.77465,999,4.4636692486e-05
7.43926,-65.36635,1000,6.6620411101e-05
7.4216,-65.47759,-1,inf
-9.77651,-59.77818,999,4.4409444505e-05
7.44333,-65.3631,1000,6.1133942913e-05
-9.78283,-59.82043,-1,inf
6.81353,-69.2474,-1,inf
-9.77363,-59.77565,999,4.4636692486e-05
-9.77416,-59.77917,999,4.4409444505e-05
7.49398,-65.15416,-1,inf
-10.39592,-64.03327,998,4.8474498433e-05
7.78854,-63.2895,-1,inf
-10.97373,-68.50115,997,2.2306659419e-05
8.10982,-61.70072,-1,inf
-10.97419,-68.50471,997,2.1727022643e-05
-9.31274,-56.91276,-1,inf
7.50486,-65.79462,-1,inf
-9.9659,-61.30322,-1,inf
7.96542,-63.06098,1001,5.8611636424e-05
7.9649,-63.06446,1001,5.8611638108e-05
-9.95898,-61.30424,1002,6.6364816716e-05
7.96874,-63.06149,1001,5.8611636424e-05
-9.95953,-61.30806,1002,6.6364816716e-05
7.96822,-63.06497,1001,5.8560632128e-05
7.97154,-63.06546,1001,5.8560632128e-05
-9.77659,-60.46271,1003,5.9468115571e-05
7.67094,-65.54057,-1,inf
7.70671,-65.35791,1004,6.1133025603e-05
-9.77322,-60.46322,1003,5.9443000554e-05
7.71017,-65.35846,1004,6.1106340103e-05
-9.76932,-60.46013,1003,1.9350241626e-05
-9.76985,-60.46372,1003,1.9324932641e-05
7.71363,-65.359,1004,6.1106340103e-05
-9.76846,-60.46084,1003,1.9350241626e-05
7.80779,-64.79856,-1,inf
-9.769,-60.46444,1003,1.9324932641e-05
-9.76509,-60.46135,1003,5.9468147189e-05
7.56989,-66.34249,-1,inf
-9.76563,-60.46495,1003,5.946814509e-05
-9.76616,-60.46855,1003,6.2608479937e-05
-9.76172,-60.46186,1003,5.9468160288e-05
7.7394,-65.52296,1005,6.1477749696e-05
-9.75781,-60.45877,1003,5.9493805697e-05
7.73879,-65.52681,1005,6.1451231661e-05
-9.75835,-60.46238,1003,5.9468186472e-05
-9.75444,-60.45929,1003,5.9468201654e-05
7.74288,-65.52351,1005,6.1477749696e-05
-9.75498,-60.46289,1003,5.9468186472e-05
-9.75107,-60.4598,1003,5.9468201654e-05
-9.79214,-60.80658,-1,inf
7.74227,-65.52735,1005,6.1451231661e-05
-9.23775,-57.2589,1006,6.1154108991e-05
7.7654,-65.53888,-1,inf
-9.23429,-57.25946,1006,6.1154108991e-05
7.90067,-64.94403,-1,inf
-9.23082,-57.26002,1006,6.1326477673e-05
-9.17562,-56.9791,-1,inf
8.12073,-63.59816,-1,inf
-10.71248,-68.08842,1007,2.1761869882e-05
-10.71207,-68.08509,1007,2.14715892e-05
8.26974,-62.80907,-1,inf
-9.28917,-58.0094,1008,1.5324396696e-05
7.93619,-64.98387,-1,inf
-9.2883,-58.00928,1008,1.5324396696e-05
8.29267,-62.76957,-1,inf
-10.71309,-68.08439,1007,2.14715892e-05
8.00437,-64.92679,-1,inf
-10.71352,-68.08772,1007,2.1761869882e-05
-10.76333,-68.966,-1,inf
8.01967,-64.91789,-1,inf
8.02478,-64.92992,1009,6.0070558394e-05
-10.7577,-68.9667,-1,inf
8.02874,-64.9268,1009,6.4003632804e-05
-9.37654,-59.0086,1010,6.1343036616e-05
