latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-17.59768,-57.2698,351.3,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,303.47,8.61,D
-3.33296,-50.70506,331.93,0.42,0.61,2023-11-02,1730,N,nominal,2.0NRT,295.01,5.92,D
-17.601,-57.29158,351.46,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,306.03,13.53,D
-3.49234,-51.68142,342.51,0.36,0.57,2023-11-02,1730,N,nominal,2.0NRT,295.49,7.29,D
-17.55931,-57.04131,341.29,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,300.02,6.41,D
-3.92353,-54.35904,342.89,0.47,0.48,2023-11-02,1730,N,nominal,2.0NRT,303.11,7.54,D
-17.59379,-57.26672,341.4,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,299.56,13.36,D
-17.59434,-57.27036,349.64,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,304.19,13.36,D
-17.59656,-57.28487,344.63,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,303.14,11.9,D
-4.11724,-55.58103,341.08,0.39,0.44,2023-11-02,1730,N,nominal,2.0NRT,296.73,6.87,D
-17.59711,-57.28851,351.6,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,301.91,9.22,D
-3.26986,-50.39302,335.67,0.44,0.63,2023-11-02,1730,N,nominal,2.0NRT,293.63,4.77,D
-17.59766,-57.29214,356.63,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,300.42,9.22,D
-3.27789,-50.4417,332.7,0.44,0.62,2023-11-02,1730,N,nominal,2.0NRT,290.33,9.78,D
-17.59378,-57.28906,345.11,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,299.3,9.22,D
-17.59433,-57.29269,352.87,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,302.97,9.22,D
-3.27855,-50.44571,347.69,0.44,0.62,2023-11-02,1730,N,nominal,2.0NRT,291.82,9.45,D
-17.59488,-57.29632,345.96,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,302.21,8.56,D
-3.27208,-50.44254,367,0.44,0.62,2023-11-02,1730,N,high,2.0NRT,293.13,9.78,D
-17.591,-57.29324,350.52,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,307.15,31.92,D
-3.45184,-51.53427,334.91,0.37,0.58,2023-11-02,1730,N,nominal,2.0NRT,292.74,5.14,D
-17.59155,-57.29687,340.24,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,305.55,27.32,D
-17.57714,-57.22479,344.26,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,304.11,6.62,D
-3.45238,-51.5376,347.8,0.37,0.58,2023-11-02,1730,N,nominal,2.0NRT,295.01,5.16,D
-3.46408,-51.64233,367,0.36,0.58,2023-11-02,1730,N,high,2.0NRT,299.01,8.87,D
-17.57325,-57.22171,347.81,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,306.21,13.41,D
-3.26627,-50.44341,341.96,0.44,0.62,2023-11-02,1730,N,nominal,2.0NRT,293.11,5.63,D
-17.57381,-57.22535,342.19,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,308.53,27.11,D
-3.35266,-50.96572,331.74,0.41,0.6,2023-11-02,1730,N,nominal,2.0NRT,295.17,2.87,D
-17.54877,-57.08413,353.2,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,306.07,27.98,D
-3.46354,-51.63905,343.8,0.36,0.58,2023-11-02,1730,N,nominal,2.0NRT,297.03,8.87,D
-17.56325,-57.22337,347.91,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,307.18,8.65,D
-3.45819,-51.63984,341.25,0.36,0.58,2023-11-02,1730,N,nominal,2.0NRT,296.94,8.87,D
-17.55992,-57.22393,351.49,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,306.57,10.55,D
-3.27865,-50.58929,343.59,0.43,0.62,2023-11-02,1730,N,nominal,2.0NRT,293.08,9.12,D
-17.53153,-57.08328,352.24,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,305.44,111.78,D
-3.73664,-53.37233,342.26,0.55,0.51,2023-11-02,1730,N,nominal,2.0NRT,299.92,37.03,D
-17.52542,-57.08803,351.86,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,313.08,65.75,D
-3.88883,-54.31173,346.38,0.47,0.48,2023-11-02,1730,N,nominal,2.0NRT,301.67,19.5,D
-17.52598,-57.09167,355.79,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,310.75,14.82,D
-17.52208,-57.08858,352.92,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,310,65.75,D
-4.10131,-55.63702,339.65,0.39,0.44,2023-11-02,1730,N,nominal,2.0NRT,299.31,3.03,D
-17.52264,-57.09222,354.14,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,304.85,14.82,D
-17.51875,-57.08914,355.55,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,307.82,62.23,D
-3.53496,-52.17136,350.72,0.33,0.56,2023-11-02,1730,N,nominal,2.0NRT,299.53,7.57,D
-16.58793,-51.62883,333.9,0.44,0.46,2023-11-02,1726,N,nominal,2.0NRT,294.23,2.33,D
-3.53545,-52.17433,340.53,0.33,0.56,2023-11-02,1730,N,nominal,2.0NRT,300.85,4.45,D
-17.51151,-57.08662,356.34,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,296.59,10.47,D
-4.12355,-55.80238,335.02,0.57,0.43,2023-11-02,1730,N,nominal,2.0NRT,296.84,5.84,D
-17.51207,-57.09026,355.32,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,298.94,10.47,D
-3.42103,-51.51497,332.66,0.37,0.58,2023-11-02,1730,N,nominal,2.0NRT,294.48,5.55,D
-17.53878,-57.30934,356.05,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,297.09,69.2,D
-3.4216,-51.51841,356.44,0.37,0.58,2023-11-02,1730,N,nominal,2.0NRT,293.55,5.55,D
-2.62418,-46.83638,332.67,0.78,0.78,2023-11-02,1730,N,nominal,2.0NRT,289.41,6.57,D
-17.53933,-57.31297,348.05,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,292.09,10.48,D
-2.62914,-46.86526,344.06,0.78,0.78,2023-11-02,1730,N,nominal,2.0NRT,289.41,11.92,D
-18.59486,-65.4436,343.6,0.6,0.53,2023-11-02,1726,N,nominal,2.0NRT,310.19,6.37,D
-4.04585,-55.3684,330.71,0.4,0.44,2023-11-02,1730,N,nominal,2.0NRT,298.55,4.2,D
-17.49927,-57.07374,351.48,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,305.97,40.8,D
-2.61678,-46.83678,367,0.78,0.78,2023-11-02,1730,N,high,2.0NRT,291.7,72.31,D
-17.53323,-57.29537,347.59,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,317.02,65.09,D
-2.61942,-46.8521,333.08,0.78,0.78,2023-11-02,1730,N,nominal,2.0NRT,290.27,38.42,D
-17.53378,-57.299,352.53,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,310.1,99.56,D
-2.62064,-46.85919,352.59,0.78,0.78,2023-11-02,1730,N,nominal,2.0NRT,289.92,17.95,D
-17.53489,-57.30626,351.57,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,314.89,69.2,D
-2.62185,-46.86626,345.19,0.78,0.78,2023-11-02,1730,N,nominal,2.0NRT,290.06,17.95,D
-17.536,-57.31352,356.03,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,297.07,10.48,D
-2.62315,-46.87379,333,0.78,0.78,2023-11-02,1730,N,nominal,2.0NRT,290.56,13.2,D
-17.53655,-57.31715,351.19,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,293.34,10.48,D
-3.39065,-51.43245,367,0.38,0.58,2023-11-02,1730,N,high,2.0NRT,298.44,17.49,D
-3.20992,-50.35632,334.37,0.45,0.63,2023-11-02,1730,N,nominal,2.0NRT,294.47,7.41,D
-17.53545,-57.30989,367,0.38,0.36,2023-11-02,1726,N,low,2.0NRT,325.27,69.2,D
-3.24458,-50.56202,351.18,0.43,0.62,2023-11-02,1730,N,nominal,2.0NRT,294.15,10.43,D
-17.49593,-57.0743,355.76,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,308.25,41.97,D
-17.5299,-57.29592,351.09,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,314.16,127.83,D
-3.24526,-50.56603,352.18,0.43,0.62,2023-11-02,1730,N,nominal,2.0NRT,293.75,9.65,D
-17.53045,-57.29956,356.33,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,312,91.86,D
-3.39121,-51.4358,336.41,0.38,0.58,2023-11-02,1730,N,nominal,2.0NRT,294,5.87,D
-17.53211,-57.31044,349.24,0.38,0.36,2023-11-02,1726,N,low,2.0NRT,319.9,44.33,D
-3.28134,-50.81508,367,0.42,0.61,2023-11-02,1730,N,high,2.0NRT,292.43,16.47,D
-17.53322,-57.3177,355.59,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,293.64,26.96,D
-3.40853,-51.57241,367,0.37,0.58,2023-11-02,1730,N,high,2.0NRT,295.14,6.48,D
-17.53378,-57.32133,345.48,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,300.44,6.21,D
-3.28198,-50.81884,355.66,0.42,0.61,2023-11-02,1730,N,nominal,2.0NRT,293.34,16.47,D
-17.52878,-57.311,355.65,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,304.81,44.33,D
-3.38523,-51.43331,350.03,0.38,0.58,2023-11-02,1730,N,nominal,2.0NRT,296.36,11.15,D
-17.52934,-57.31462,351.35,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,291.57,26.96,D
-3.38579,-51.43666,335.25,0.38,0.58,2023-11-02,1730,N,nominal,2.0NRT,296.54,8.01,D
-17.53099,-57.32551,348.41,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,304.43,6.21,D
-3.17928,-50.24621,349.8,0.46,0.63,2023-11-02,1730,N,nominal,2.0NRT,294.66,6.98,D
-17.53044,-57.32188,356.67,0.38,0.36,2023-11-02,1726,N,low,2.0NRT,298.34,6.21,D
-4.07983,-55.68307,330.77,0.38,0.43,2023-11-02,1730,N,low,2.0NRT,301.52,2.36,D
-17.52656,-57.31881,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,299.67,182.82,D
-3.23203,-50.59255,350.85,0.43,0.62,2023-11-02,1730,N,nominal,2.0NRT,296.79,7.65,D
-17.52766,-57.32607,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,340.97,256,D
-3.25254,-50.71355,340.11,0.42,0.61,2023-11-02,1730,N,nominal,2.0NRT,293.68,7.09,D
-17.52434,-57.30429,354.22,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,311.6,25.19,D
-3.49596,-52.1592,330.23,0.33,0.56,2023-11-02,1730,N,nominal,2.0NRT,298.92,4.79,D
-17.52545,-57.31154,348.11,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,304.7,29.6,D
-3.49646,-52.16218,334.1,0.33,0.56,2023-11-02,1730,N,nominal,2.0NRT,298.49,3.67,D
-17.52711,-57.32243,367,0.38,0.36,2023-11-02,1726,N,low,2.0NRT,358.35,256,D
-3.1603,-50.2057,367,0.46,0.63,2023-11-02,1730,N,high,2.0NRT,297.06,64.32,D
-17.52267,-57.31572,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,341.53,182.82,D
-3.22629,-50.59346,344.83,0.43,0.62,2023-11-02,1730,N,nominal,2.0NRT,295.83,7.65,D
-17.52378,-57.32298,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,353.06,256,D
-17.52433,-57.32661,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,365.22,256,D
-17.22006,-55.40495,333.08,0.42,0.37,2023-11-02,1726,N,nominal,2.0NRT,298.68,2.07,D
-3.15442,-50.20673,367,0.46,0.63,2023-11-02,1730,N,high,2.0NRT,295.55,35.7,D
-4.01064,-55.33286,337.1,0.4,0.45,2023-11-02,1730,N,nominal,2.0NRT,299.11,6.74,D
-17.52212,-57.3121,349.72,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,311.77,29.6,D
-4.65857,-59.57028,334.26,0.39,0.36,2023-11-02,1730,N,nominal,2.0NRT,296.54,3.53,D
-17.52322,-57.31936,354.56,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,306.33,182.82,D
-17.51934,-57.31628,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,337.29,102.61,D
-3.27941,-50.81667,338.79,0.42,0.61,2023-11-02,1730,N,nominal,2.0NRT,292.42,4.6,D
-3.28002,-50.82044,341.43,0.42,0.61,2023-11-02,1730,N,nominal,2.0NRT,293.21,4.6,D
-17.51989,-57.31991,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,303.61,102.61,D
-3.49504,-52.16187,339.93,0.33,0.56,2023-11-02,1730,N,nominal,2.0NRT,298.7,5.72,D
-17.52044,-57.32354,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,340.48,82.63,D
-4.03212,-55.56628,333.6,0.39,0.44,2023-11-02,1730,N,nominal,2.0NRT,296.85,2.02,D
-17.38141,-56.42803,341.77,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,302.91,5.2,D
-2.62406,-46.83923,344.65,0.78,0.78,2023-11-02,1730,N,nominal,2.0NRT,289.62,15.05,D
-2.62882,-46.86806,348.32,0.78,0.78,2023-11-02,1730,N,nominal,2.0NRT,289.72,14.14,D
-17.382,-56.43172,342.29,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,304.14,11.91,D
-3.18143,-50.24656,333.81,0.46,0.63,2023-11-02,1730,N,nominal,2.0NRT,294.34,5.68,D
-17.38258,-56.43543,345.13,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,308.77,11.91,D
-3.25013,-50.67128,333.01,0.43,0.62,2023-11-02,1730,N,nominal,2.0NRT,294.23,4.63,D
-17.47866,-57.05105,354.88,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,297.91,22.67,D
-2.61539,-46.83195,349.84,0.79,0.78,2023-11-02,1730,N,nominal,2.0NRT,290.71,42.32,D
-17.47922,-57.0547,354.45,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,304.64,80.86,D
-2.61668,-46.83974,357.19,0.78,0.78,2023-11-02,1730,N,nominal,2.0NRT,290.73,44.8,D
-17.4809,-57.06561,355.27,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,307.96,49.31,D
-2.6192,-46.85498,356.27,0.78,0.78,2023-11-02,1730,N,nominal,2.0NRT,290.62,17.17,D
-17.48314,-57.08016,356.33,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,303.76,30.74,D
-17.51823,-57.30902,348.96,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,314.3,31.49,D
-2.62035,-46.86194,343.68,0.78,0.78,2023-11-02,1730,N,nominal,2.0NRT,290.1,17.17,D
-17.51878,-57.31265,351.76,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,314.38,31.49,D
-2.62156,-46.86922,336.58,0.78,0.78,2023-11-02,1730,N,nominal,2.0NRT,289.89,17.62,D
-17.521,-57.32716,355.94,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,314.75,82.63,D
-3.17556,-50.24756,339.56,0.46,0.63,2023-11-02,1730,N,nominal,2.0NRT,293.55,3.7,D
-17.52155,-57.33079,367,0.38,0.36,2023-11-02,1726,N,low,2.0NRT,329.9,117.91,D
-3.2317,-50.59369,356.57,0.43,0.62,2023-11-02,1730,N,nominal,2.0NRT,296.87,6.32,D
-17.37746,-56.4249,355.49,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,304.29,5.2,D
-17.37805,-56.4286,335.96,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,305.22,5.2,D
-3.25134,-50.71496,348.99,0.42,0.61,2023-11-02,1730,N,nominal,2.0NRT,293.53,7.05,D
-17.37922,-56.436,332.69,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,302.54,11.91,D
-3.16275,-50.2059,367,0.46,0.64,2023-11-02,1730,N,high,2.0NRT,294.14,9.27,D
-17.47532,-57.05161,356.21,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,301.53,22.67,D
-3.16204,-50.20151,337.92,0.46,0.64,2023-11-02,1730,N,nominal,2.0NRT,290.47,9.27,D
-17.5149,-57.30957,352.61,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,315.35,31.49,D
-3.16344,-50.21015,332.2,0.46,0.63,2023-11-02,1730,N,nominal,2.0NRT,289.02,6.93,D
-17.51766,-57.32772,351.48,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,311.47,82.63,D
-3.22531,-50.59064,331.93,0.43,0.62,2023-11-02,1730,N,nominal,2.0NRT,294.77,10.23,D
-17.51822,-57.33134,356.18,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,315.12,117.91,D
-3.22596,-50.59464,335.16,0.43,0.62,2023-11-02,1730,N,nominal,2.0NRT,295.26,6.32,D
-17.516,-57.31683,367,0.38,0.36,2023-11-02,1726,N,low,2.0NRT,328.09,102.61,D
-3.15618,-50.20273,354.66,0.46,0.64,2023-11-02,1730,N,nominal,2.0NRT,291.6,54.91,D
-17.51711,-57.32409,367,0.38,0.36,2023-11-02,1726,N,low,2.0NRT,326.77,82.63,D
-3.15687,-50.20695,346.18,0.46,0.64,2023-11-02,1730,N,nominal,2.0NRT,297.91,54.91,D
-17.47255,-57.05581,367,0.39,0.36,2023-11-02,1726,N,high,2.0NRT,305.84,41.68,D
-3.36775,-51.53857,367,0.37,0.58,2023-11-02,1730,N,high,2.0NRT,296.1,9.03,D
-17.51433,-57.32827,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,350.12,176.3,D
-3.3683,-51.54196,367,0.37,0.58,2023-11-02,1730,N,high,2.0NRT,296.36,9.03,D
-17.3741,-56.42547,341.14,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,301.33,8.15,D
-3.97503,-55.33553,342.02,0.4,0.45,2023-11-02,1730,N,nominal,2.0NRT,305.35,4.75,D
-17.37469,-56.42918,351.66,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,304.07,8.15,D
-3.4671,-52.18515,345.29,0.33,0.56,2023-11-02,1730,N,nominal,2.0NRT,296.67,2.26,D
-17.47143,-57.04853,351.84,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,300.19,42.02,D
-17.47199,-57.05217,353.33,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,296.8,42.02,D
-3.01899,-49.4805,353.67,0.52,0.67,2023-11-02,1730,N,nominal,2.0NRT,293.79,8.43,D
-17.47479,-57.07036,355.74,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,306.15,63.33,D
-17.47591,-57.07763,351.69,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,308.08,35.54,D
-3.46145,-52.18288,334.41,0.33,0.56,2023-11-02,1730,N,nominal,2.0NRT,296.81,2.26,D
-17.51212,-57.31376,352.09,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,307.42,20.61,D
-17.51267,-57.31738,353.91,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,310.1,42.32,D
-2.86138,-48.56971,343.99,0.6,0.7,2023-11-02,1730,N,nominal,2.0NRT,291.56,9.02,D
-17.51488,-57.3319,354.38,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,312.4,26.24,D
-3.01198,-49.47656,335.55,0.52,0.67,2023-11-02,1730,N,nominal,2.0NRT,294.07,10.97,D
-17.51544,-57.33553,367,0.38,0.36,2023-11-02,1726,N,low,2.0NRT,327.41,26.24,D
-17.511,-57.32882,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,331.86,176.3,D
-3.0128,-49.48148,337.31,0.52,0.67,2023-11-02,1730,N,nominal,2.0NRT,294.21,11.17,D
-17.47202,-57.07455,352.06,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,302.8,63.33,D
-3.23109,-50.80524,331.24,0.42,0.61,2023-11-02,1730,N,nominal,2.0NRT,295.48,4.13,D
-17.47257,-57.07819,355.7,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,304.48,35.54,D
-17.49324,-57.21265,355.79,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,305.71,27.63,D
-3.13369,-50.24979,367,0.46,0.63,2023-11-02,1730,N,high,2.0NRT,296.31,18.97,D
-17.51155,-57.33245,349.22,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,313.17,26.24,D
-3.42647,-52.03307,330.11,0.34,0.56,2023-11-02,1730,N,nominal,2.0NRT,297.92,4.02,D
-17.5121,-57.33608,353.52,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,323.74,26.24,D
-3.12781,-50.25072,367,0.46,0.63,2023-11-02,1730,N,high,2.0NRT,296.12,16.12,D
-17.5092,-57.32962,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,332.72,135.46,D
-3.7727,-54.20179,367,0.48,0.48,2023-11-02,1730,N,high,2.0NRT,304.05,22.28,D
-17.46365,-57.03166,350.39,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,297.56,16.35,D
-17.46421,-57.03531,351.53,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,297.93,11.51,D
-3.00122,-49.48822,335.48,0.52,0.67,2023-11-02,1730,N,nominal,2.0NRT,292.81,5.59,D
-17.46644,-57.04987,353.36,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,306.95,38.16,D
-3.12852,-50.25504,341.15,0.46,0.63,2023-11-02,1730,N,nominal,2.0NRT,295.9,16.12,D
-17.49093,-57.20983,355.06,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,296.13,18.76,D
-3.31469,-51.4176,337.4,0.38,0.59,2023-11-02,1730,N,nominal,2.0NRT,296.58,4.82,D
-17.51031,-57.33688,356.29,0.38,0.36,2023-11-02,1726,N,low,2.0NRT,328.3,74.31,D
-2.82583,-48.55859,342.09,0.6,0.71,2023-11-02,1730,N,nominal,2.0NRT,291.83,7.01,D
-3.11574,-50.28698,346.98,0.45,0.63,2023-11-02,1730,N,nominal,2.0NRT,288.68,9.01,D
-17.47927,-57.15589,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,311.61,12.98,D
-3.11644,-50.29118,358.05,0.45,0.63,2023-11-02,1730,N,nominal,2.0NRT,290.64,9.01,D
-3.34304,-51.6566,333.38,0.36,0.58,2023-11-02,1730,N,nominal,2.0NRT,295.67,2.68,D
-17.47983,-57.15952,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,310.21,20.7,D
-3.11057,-50.2921,350.67,0.45,0.63,2023-11-02,1730,N,nominal,2.0NRT,292.24,28.54,D
-17.49259,-57.24306,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,329.4,102.49,D
-3.55562,-52.98115,344.96,0.59,0.53,2023-11-02,1730,N,nominal,2.0NRT,300.24,11.21,D
-17.46031,-57.03222,343.97,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,302.06,16.35,D
-3.10987,-50.2879,357.24,0.45,0.63,2023-11-02,1730,N,low,2.0NRT,287.09,28.54,D
-3.29469,-51.43146,339.75,0.38,0.59,2023-11-02,1730,N,nominal,2.0NRT,296.13,3.94,D
-17.46087,-57.03586,356.74,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,307.79,11.51,D
-3.55075,-52.98188,349.97,0.59,0.53,2023-11-02,1730,N,nominal,2.0NRT,298.34,11.21,D
-17.46143,-57.0395,351.03,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,303.33,11.51,D
-3.25161,-51.24032,367,0.39,0.59,2023-11-02,1730,N,high,2.0NRT,296.72,14.09,D
-17.47871,-57.15225,355.85,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,315.76,12.98,D
-3.09551,-50.34565,334.95,0.45,0.63,2023-11-02,1730,N,nominal,2.0NRT,290.46,3.9,D
-17.49204,-57.23943,355.33,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,304.34,102.49,D
-3.24611,-51.2412,349.35,0.39,0.59,2023-11-02,1730,N,nominal,2.0NRT,295.43,22.2,D
-17.50698,-57.33744,356.34,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,322.7,74.31,D
-3.56235,-53.14285,332.94,0.57,0.52,2023-11-02,1730,N,nominal,2.0NRT,297.41,4.17,D
-17.47816,-57.17098,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,309.13,18.64,D
-3.78304,-54.48942,347.26,0.46,0.47,2023-11-02,1730,N,nominal,2.0NRT,301.71,9.91,D
-17.45698,-57.03278,340.09,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,300.57,25.11,D
-17.45753,-57.03642,350.29,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,312.32,34.08,D
-3.24554,-51.23777,357.17,0.39,0.59,2023-11-02,1730,N,low,2.0NRT,292.43,22.2,D
-17.47538,-57.15281,356.44,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,309.27,45.17,D
-3.97887,-55.72551,337.57,0.38,0.43,2023-11-02,1730,N,nominal,2.0NRT,300.75,4.22,D
-17.4887,-57.23999,355.39,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,308.13,67.44,D
-2.5662,-47.32554,354.26,0.73,0.76,2023-11-02,1730,N,nominal,2.0NRT,289.25,22.96,D
-17.47649,-57.16008,355.71,0.38,0.36,2023-11-02,1726,N,low,2.0NRT,319.03,99.71,D
-17.47872,-57.17461,355.89,0.38,0.36,2023-11-02,1726,N,low,2.0NRT,310.77,106.54,D
-3.72691,-54.20126,339.34,0.48,0.48,2023-11-02,1730,N,nominal,2.0NRT,300.15,6.28,D
-17.47482,-57.17154,367,0.38,0.36,2023-11-02,1726,N,high,2.0NRT,307.05,18.64,D
-2.565,-47.31861,356.99,0.73,0.76,2023-11-02,1730,N,low,2.0NRT,289.95,35.83,D
-17.36853,-56.4838,336.48,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,299.47,5.7,D
-17.4542,-57.03698,353.65,0.39,0.36,2023-11-02,1726,N,nominal,2.0NRT,303.32,34.08,D
-17.47427,-57.1679,356.37,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,311.32,18.64,D
-2.91759,-49.40794,336.66,0.52,0.67,2023-11-02,1730,N,nominal,2.0NRT,293.41,5.69,D
-17.48592,-57.24417,351.12,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,314.26,67.44,D
-2.9184,-49.41266,340.29,0.52,0.67,2023-11-02,1730,N,nominal,2.0NRT,293.21,5.69,D
-17.48648,-57.2478,351.79,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,315.67,88.39,D
-17.50031,-57.33854,355.19,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,297.78,106.27,D
-3.2884,-51.59272,330.36,0.37,0.58,2023-11-02,1730,N,nominal,2.0NRT,294.85,5.65,D
-3.51055,-52.95033,339.26,0.59,0.53,2023-11-02,1730,N,nominal,2.0NRT,299.05,8.21,D
-17.50086,-57.34216,353.79,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,295.62,7.9,D
-17.50142,-57.34579,353.66,0.38,0.36,2023-11-02,1726,N,nominal,2.0NRT,296.08,7.9,D
-3.72149,-54.22393,338.56,0.48,0.48,2023-11-02,1730,N,nominal,2.0NRT,295.34,10.37,D
